language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
nyim1251,m,-,u,-,L,-,-,-,-,-,a,-,m,-,-,-
dugw1239,-,-,-,-,T,-,-,-,-,-,e,n,d,-,-,-
dugw1239,-,-,-,-,T,-,-,-,-,-,e,n,d,-,-,-
mere1246,-,-,-,-,t,s,-,-,-,-,3,-,d,-,-,-
nort3047,n,g,o,l,t,-,-,-,-,-,e,-,r,-,-,-
cuvo1236,-,-,-,-,T,-,-,-,-,-,e,-,d,-,-,-
buwa1243,-,-,-,-,-,y,o,-,f,-,o,-,d,-,-,-
gava1241,-,-,-,-,d,z,o,N,f,-,o,-,d,-,-,-
mbed1242,-,-,-,-,t,s,a,-,f,-,a,-,d,-,-,-
budu1265,h,-,3,-,l,i,-,-,g,3,a,-,r,-,-,-
kanu1281,-,-,-,-,l,3,-,-,g,-,a,-,r,-,-,-
lagw1237,-,-,-,-,d,i,-,-,S,-,e,-,n,-,-,-
mser1242,n,-,o,-,r,-,-,-,k,7,e,-,-,-,-,-
afad1236,-,-,-,-,n,-,o,-,t,-,e,-,-,-,-,-
mpad1242,-,-,-,-,y,i,a,-,t,-,a,-,l,a,-,-
malg1250,-,-,-,-,d,i,-,-,-,-,a,-,y,a,-,-
chad1249,-,-,-,-,t,i,-,-,s,7,a,-,-,-,-,-
zina1234,-,-,-,-,t,y,-,-,-,-,a,-,g,a,k,3
