language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
molo1266,m,-,b,-,-,-,o,r,T,-,-,-,-,-,-,a,y,-,-
muya1243,-,-,p,-,-,-,i,-,T,-,-,-,-,-,-,e,h,-,-
wuzl1236,-,-,t,-,-,-,e,-,g,-,-,-,-,-,-,e,N,-,-
vame1236,-,-,p,-,-,-,a,-,r,-,-,-,-,-,-,a,-,-,-
dugw1239,m,3,p,-,-,-,3,-,s,-,-,-,-,-,-,e,k,e,y
mere1246,-,-,p,-,-,-,3,-,l,-,-,-,-,-,-,a,-,-,-
nort3047,-,-,p,u,s,k,a,-,g,-,-,-,-,-,w,a,f,-,-
cuvo1236,-,-,h,-,-,-,a,-,r,-,-,-,-,-,L,a,k,a,-
buwa1243,-,-,p,-,-,-,o,-,l,l,o,x,o,r,L,o,k,-,-
gava1241,-,-,p,-,-,-,3,-,l,-,-,-,-,-,-,-,-,-,-
mbed1242,N,-,g,-,-,-,3,-,-,-,-,-,-,t,s,-,-,-,-
kamw1239,-,-,p,-,-,-,3,-,l,-,-,-,3,n,t,3,-,-,-
lagw1237,-,-,v,-,-,-,3,-,l,-,-,-,u,n,h,e,-,-,-
mser1242,-,-,v,-,-,-,a,-,l,-,-,-,-,-,y,o,-,-,-
mpad1242,-,-,f,-,-,-,a,-,l,-,-,-,-,-,y,o,-,-,-
malg1250,-,-,f,-,-,-,a,-,l,-,-,-,-,-,y,a,-,-,-
budu1265,-,-,f,-,-,-,e,-,l,-,-,-,-,-,-,u,-,-,-
