language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
molo1266,-,-,-,L,-,3,-,-,-,-,-,-,-,-,-,g,-,e,-,-,-,-,-,-
molo1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,o,T,-,-,a,y,-
muya1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,o,L,-,-,o,y,-
wuzl1236,-,-,-,L,-,i,-,-,-,-,-,-,-,-,-,g,-,e,-,-,-,-,-,-
vame1236,n,z,a,L,a,a,-,-,-,-,-,-,-,-,-,h,-,a,-,-,-,-,y,-
dugw1239,m,-,3,d,-,-,r,a,s,N,-,-,-,-,-,g,w,a,s,a,r,a,y,-
mere1246,m,-,a,d,-,3,r,a,s,N,-,-,-,-,-,g,w,a,s,-,-,e,y,e
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,a,L,-
kamw1239,-,t,-,l,-,i,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-
lagw1237,-,-,-,s,7,e,-,-,s,7,e,l,-,-,-,g,-,3,-,-,n,a,m,-
mser1242,-,-,-,t,-,i,-,-,s,7,e,r,-,-,-,g,-,3,-,-,r,3,m,-
mpad1242,-,-,-,d,-,3,-,-,s,7,e,-,-,3,l,g,-,3,-,-,r,3,m,-
malg1250,-,-,-,d,-,3,-,-,s,7,e,d,-,3,-,g,-,-,-,-,r,3,m,-
maje1243,-,-,-,-,-,-,-,-,-,b,3,r,y,3,m,v,-,3,l,-,d,a,-,-
mbar1260,-,-,-,T,-,-,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,-,-
bata1314,-,-,-,l,-,3,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-
