language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,u,-,-,-,-,r,d,y,a,-
suku1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,3,m
nyim1251,m,a,n,-,-,-,t,-,o,m,-,-,-,b,-,o,-,-,-,-,l,-,-,-,-
molo1266,-,a,n,-,-,-,d,-,3,r,-,-,-,k,-,o,-,-,-,-,L,-,-,-,-
wuzl1236,-,-,m,u,h,u,l,-,a,l,-,-,-,-,-,o,-,-,-,-,N,-,-,-,-
vame1236,-,-,-,-,-,-,t,-,e,N,-,-,-,w,-,a,-,-,-,-,l,-,-,a,-
dugw1239,-,-,n,-,-,-,d,-,3,r,-,-,-,h,w,o,-,-,-,-,L,-,-,-,-
mere1246,-,-,n,-,-,-,d,-,3,-,-,-,-,h,-,u,-,-,-,-,L,-,-,-,-
gemz1238,-,-,n,-,-,-,d,-,u,r,-,-,-,-,-,o,-,-,-,-,L,-,-,-,-
mbuk1243,-,-,n,-,-,-,d,-,3,r,-,-,-,h,w,a,-,-,-,-,L,-,-,-,-
nort3047,-,-,-,-,-,-,-,-,a,l,e,L,-,g,-,u,-,-,-,-,l,-,-,a,-
cuvo1236,-,-,m,a,-,-,t,-,a,-,-,-,-,k,-,u,t,a,l,a,L,-,-,-,-
buwa1243,-,-,-,-,-,-,g,w,o,r,-,L,o,g,w,o,-,-,r,-,L,-,-,o,-
gava1241,-,-,-,-,-,-,g,-,-,-,-,-,-,-,w,o,-,-,r,-,L,-,-,e,-
mbed1242,-,-,-,-,-,-,k,-,o,t,-,s,-,-,-,o,-,-,r,-,-,-,-,o,-
kanu1281,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,-,-,-,-,t,-,T,o,-
lagw1237,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,-,-,-,-,T,-,-,o,-
mser1242,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,-,-,-,-,T,-,-,o,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,3,-,-,-,-,r,-,-,3,m
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,o,-,-,-,-,r,-,m,o,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,u,-,-,-,-,r,-,-,3,m
masl1241,-,-,m,-,-,-,-,-,-,-,-,-,-,b,-,o,-,-,-,-,r,-,-,u,m
maje1243,-,a,b,-,-,-,-,-,a,g,-,-,-,w,-,a,-,-,-,-,l,-,-,a,-
