language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
kamw1239,n,-,-,-,d,a,-,l,-,o,-,-,g,o,-,-,-,-,-,-,-,-,-
suku1272,-,-,-,-,S,a,-,w,S,a,-,-,w,a,-,-,-,-,-,-,-,-,-
nyim1251,-,-,-,-,-,-,-,w,-,u,d,-,y,i,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,-,-,-,-,w,-,i,-,-,y,o,-,-,N,-,-,-,-,-,-
muya1243,-,-,-,-,h,a,-,w,-,i,-,-,y,e,-,-,N,-,-,-,-,-,-
wuzl1236,-,-,-,-,h,a,-,w,-,i,-,-,y,e,-,-,N,-,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,w,-,i,-,-,y,a,-,-,N,-,-,-,-,-,-
vame1236,-,-,-,-,h,i,-,g,-,i,s,u,w,a,-,-,k,-,-,-,-,-,-
dugw1239,-,-,-,-,L,-,-,-,-,u,-,-,y,a,-,-,N,-,-,-,-,-,-
mere1246,-,-,-,-,h,e,-,w,-,i,-,-,y,e,-,-,N,-,-,-,-,-,-
mere1246,-,-,-,-,h,a,-,w,-,i,-,-,y,e,-,-,N,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,w,-,i,-,-,y,e,-,-,n,-,-,-,-,-,-
nort3047,-,-,-,-,L,i,-,m,-,i,-,-,y,e,-,-,w,-,-,-,-,-,-
cuvo1236,w,a,-,r,b,a,-,b,-,a,-,-,y,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,v,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,w,-
gava1241,-,-,-,-,v,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,w,-
mbed1242,-,-,-,-,v,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,-
bald1241,-,-,-,-,-,-,-,w,-,u,-,-,y,a,-,-,N,-,-,-,-,-,-
mbar1260,-,-,-,-,y,-,-,-,-,a,-,-,y,a,-,-,-,-,-,-,-,-,-
kanu1281,-,-,-,-,T,-,-,-,-,-,-,-,-,e,-,-,s,-,-,-,-,-,a
lagw1237,-,-,-,-,s,-,-,-,-,e,-,-,-,e,-,-,n,-,-,-,-,-,-
mser1242,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-,-
afad1236,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-,-
mpad1242,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,r,o,k,i,a,s,a
malg1250,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a
zina1234,-,i,-,-,s,-,-,-,-,-,-,-,-,a,k,i,n,-,-,-,-,-,a
maje1243,-,-,-,-,s,-,-,-,-,-,-,-,-,a,g,u,m,-,-,-,-,-,-
bata1314,-,-,-,-,m,-,-,b,-,i,-,-,d,i,-,-,m,-,-,-,3,t,o
hwan1240,-,-,-,t,S,u,h,w,-,e,-,-,r,a,-,-,-,-,-,-,-,-,-
dghw1239,-,-,-,-,Z,-,-,-,-,i,-,-,g,e,-,-,-,-,-,-,-,-,-
gaan1243,w,a,n,t,S,o,k,-,-,i,-,-,t,a,-,-,-,-,-,-,-,-,-
