language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
psik1239,-,-,-,-,-,-,-,x,w,3,-,t,a,-,-,-,-,-
suku1272,-,-,-,-,-,-,-,-,-,-,-,t,u,b,-,-,-,-
molo1266,-,-,-,-,-,-,-,h,-,a,m,b,3,l,-,-,-,-
muya1243,m,-,-,-,-,o,-,k,-,-,-,-,o,l,o,m,b,u
muya1243,-,-,-,-,-,-,-,h,-,-,-,-,3,r,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,d,-,a,-,k,a,-,-,-,-,-
vame1236,n,-,-,-,-,-,-,d,-,3,h,p,3,n,a,-,-,-
vame1236,t,a,t,a,L,a,-,t,-,3,-,p,-,l,a,m,-,-
mbuk1243,-,-,-,-,-,-,-,w,-,a,-,L,a,y,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,L,a,y,-,-,-,-
bald1241,-,-,-,-,-,-,-,g,-,-,-,-,a,r,a,k,-,-
mbar1260,-,-,-,-,-,-,-,s,-,a,-,7,-,d,-,-,-,-
mbar1260,-,-,-,-,-,-,-,h,-,i,n,t,e,l,-,-,-,-
marg1265,-,-,-,-,-,3,m,T,-,-,-,-,i,-,-,-,-,-
marg1266,-,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-,-
marg1266,-,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-,-
kilb1234,-,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-,-
bata1314,-,-,-,-,-,-,-,s,-,u,-,l,a,r,e,-,-,-
dghw1239,-,-,-,-,-,-,-,v,-,-,-,-,3,g,e,-,-,-
