language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kamw1239,-,T,-,-,e,-,t,-,-,-,3,-,-,-,-,-,-,-,r,k,w,a,-,-,-,-
suku1272,-,-,-,-,i,r,d,-,-,-,3,-,-,-,-,-,-,-,d,-,-,a,f,-,-,-
nyim1251,-,k,-,-,i,b,d,y,-,-,e,-,-,-,-,-,-,-,z,-,-,u,m,-,-,-
molo1266,-,g,-,-,3,-,l,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-
muya1243,-,d,-,-,3,-,d,-,-,-,u,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-
wuzl1236,-,k,-,-,i,-,d,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-
dugw1239,-,l,-,-,3,-,v,-,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-
gemz1238,-,l,-,-,3,-,v,-,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,m,-,b,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-
nort3047,-,-,-,-,-,-,v,-,-,-,e,n,n,g,i,d,i,-,d,-,-,a,f,-,-,-
cuvo1236,-,k,-,-,3,-,d,-,-,-,e,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-
buwa1243,-,d,-,-,a,-,b,-,-,-,o,-,s,-,-,-,-,-,k,o,y,o,m,-,-,-
gava1241,-,d,-,-,o,-,b,-,-,-,o,-,-,-,-,-,-,-,f,o,y,o,w,-,-,-
mbed1242,-,-,-,-,-,-,b,-,-,-,3,-,N,-,-,-,-,-,k,u,d,u,w,u,d,a
mbar1260,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,-,h,-,-,a,y,-,-,-
budu1265,-,k,-,-,o,-,l,-,-,-,o,-,-,-,-,-,-,-,r,-,-,o,m,-,-,-
budu1265,-,k,-,-,o,-,l,-,-,-,o,-,-,-,-,-,-,-,r,-,-,o,m,-,-,-
lagw1237,-,k,-,-,a,-,l,-,-,-,-,-,h,-,-,-,i,n,g,-,-,i,-,-,-,-
mser1242,-,g,-,-,a,-,r,u,-,-,a,-,s,-,-,-,-,-,k,-,-,o,-,-,-,-
afad1236,-,f,-,-,-,-,-,3,n,s,3,-,s,-,-,-,-,-,k,-,-,o,-,-,-,-
mpad1242,-,k,-,-,-,-,-,o,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mpad1242,n,g,-,-,-,-,-,o,-,-,3,l,s,-,-,-,-,-,k,-,-,o,-,-,-,-
malg1250,-,g,-,-,a,-,r,u,-,-,e,-,-,-,-,-,-,-,k,-,p,a,-,-,-,-
zina1234,-,g,3,m,a,-,l,-,-,-,a,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-
maje1243,-,g,i,-,a,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,o,-,-,-,-
