language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
dugw1239,-,-,t,-,u,-,-,d,o,t,-,3,d,o
mere1246,-,-,s,-,3,-,-,d,-,-,-,a,r,-
nort3047,-,-,g,-,i,-,-,d,-,-,-,a,N,-
cuvo1236,-,-,T,-,o,-,-,N,-,T,-,o,N,-
buwa1243,-,-,b,-,o,-,-,r,-,b,-,o,r,-
gava1241,m,g,b,-,e,N,m,g,-,b,-,e,N,-
gava1241,-,-,b,-,3,-,-,r,-,b,-,3,r,-
mbed1242,-,-,t,-,o,-,-,-,-,y,t,o,y,-
lagw1237,-,-,g,-,3,-,-,d,-,g,-,a,l,e
mser1242,-,-,k,-,3,-,-,r,-,g,-,a,l,e
afad1236,n,-,g,-,a,-,-,-,-,m,-,-,d,3
mpad1242,n,-,g,-,a,-,-,-,-,m,-,-,d,3
malg1250,-,-,g,b,a,-,-,g,-,b,-,-,-,a
budu1265,-,-,k,-,3,-,-,l,-,m,-,a,y,-
