language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
molo1266,-,-,p,3,d,o,T,-,-,-,-,-,o,-,T,o
molo1266,-,-,p,3,d,o,T,-,-,-,-,-,o,-,T,o
muya1243,-,-,n,-,-,e,w,-,-,n,-,-,e,-,w,-
muya1243,-,-,p,u,d,u,T,p,u,d,-,-,u,-,T,-
wuzl1236,-,-,n,-,-,a,m,-,-,n,-,-,a,-,m,-
wuzl1236,-,-,N,-,g,3,-,-,-,n,N,g,3,-,n,-
vame1236,-,-,n,-,-,a,m,-,-,n,-,-,a,-,m,a
mbuk1243,-,-,g,e,d,-,g,-,-,-,-,-,e,-,d,-
mbuk1243,-,-,p,3,d,e,T,-,-,-,-,-,e,-,T,e
mbuk1243,-,-,-,n,d,-,-,-,-,-,-,-,E,n,d,E
buwa1243,g,e,n,-,g,e,-,-,-,n,-,-,-,-,-,-
kamw1239,-,-,g,a,n,e,-,-,-,n,-,-,e,-,k,3
suku1272,-,-,g,3,n,-,-,-,-,-,-,-,u,-,k,-
afad1236,-,-,b,-,-,a,m,-,-,b,-,-,a,-,m,-
mpad1242,-,-,b,-,-,o,m,-,-,b,-,-,o,-,m,-
mbar1260,-,-,y,-,-,i,-,-,-,b,-,-,e,-,t,-
marg1265,-,-,n,-,-,3,n,-,-,-,-,-,3,-,m,-
