language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
molo1266,-,-,-,-,g,3,-,-,v,-,-,a,h,-
muya1243,m,o,L,o,w,-,-,-,l,-,-,o,-,-
muya1243,-,-,-,-,v,3,-,-,d,-,-,o,N,-
muya1243,-,-,-,-,v,3,-,-,d,-,-,o,N,-
muya1243,-,-,-,-,-,-,-,-,d,-,-,i,n,i
wuzl1236,-,a,-,-,v,-,-,-,-,-,-,u,h,w
wuzl1236,-,a,-,-,v,-,-,-,-,-,-,u,h,w
mbuk1243,-,-,-,-,-,-,-,-,g,u,v,o,-,-
mbuk1243,-,-,-,-,m,a,-,-,d,-,-,a,-,-
mofu1248,-,-,-,-,-,-,-,-,l,-,-,e,y,-
buwa1243,-,-,-,-,-,-,-,-,l,-,-,o,-,-
gava1241,-,-,-,-,-,-,-,-,l,-,-,o,-,-
kamw1239,k,a,-,-,b,a,-,-,l,-,-,a,-,-
mbar1260,-,-,-,-,w,u,-,-,r,-,-,-,-,-
hwan1240,-,-,-,-,p,3,p,a,l,-,-,-,-,-
