language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
kamw1239,-,-,d,-,3,-,-,-,g,-,o,s,o
psik1239,-,-,d,-,3,-,-,-,g,-,3,s,3
suku1272,-,-,t,-,3,-,-,-,k,-,3,z,-
lama1288,-,-,t,-,3,-,-,-,g,-,a,s,a
molo1266,-,-,L,-,a,l,a,-,k,-,a,r,-
muya1243,-,o,L,-,o,l,o,h,k,-,3,r,-
muya1243,-,o,L,-,o,l,o,h,k,-,3,r,-
wuzl1236,-,-,f,-,3,r,-,-,f,-,a,d,-
wuzl1236,-,-,f,-,3,r,-,-,f,-,a,d,-
vame1236,-,-,Z,-,i,r,-,-,-,-,e,-,-
gemz1238,-,t,s,-,a,m,a,-,k,-,a,r,-
gemz1238,-,t,s,-,a,m,a,h,k,-,a,n,-
mbuk1243,-,-,y,-,3,m,a,-,k,-,a,n,-
bald1241,-,-,s,-,a,-,-,-,b,-,u,r,-
mbar1260,m,i,s,-,i,-,-,-,l,-,a,y,-
marg1266,-,-,T,-,i,-,-,-,s,-,u,-,-
bata1314,-,-,f,w,a,-,a,-,f,w,a,t,-
dghw1239,-,-,t,-,3,-,-,-,g,-,i,S,e
gaan1243,-,-,f,-,o,d,-,-,f,-,o,d,a
