language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
molo1266,m,b,e,s,-,-,-,e,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,s,-,-,-,u,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,s,-,-,-,u,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-
vame1236,-,-,-,S,i,d,-,e,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-
dugw1239,m,-,3,s,-,-,-,-,-,f,-,r,-,-,-,-,-,-,-,-,-,e,y
mere1246,-,-,-,s,-,-,-,3,-,f,3,r,-,-,-,-,-,-,-,-,-,a,-
nort3047,m,-,3,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n
mbuk1243,p,-,a,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,y
cuvo1236,-,-,-,s,-,-,-,3,-,f,a,n,a,b,a,k,a,f,b,a,k,a,f
buwa1243,-,-,-,s,-,-,-,3,-,f,-,-,-,-,-,-,-,-,-,-,-,o,n
gava1241,-,-,-,n,-,-,-,3,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,-,n,-,-,-,3,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-
kamw1239,-,-,-,S,i,n,k,o,-,f,-,-,-,-,-,-,-,-,-,-,-,3,-
lagw1237,x,-,-,s,-,l,-,e,l,v,i,S,-,-,-,-,-,-,-,-,-,i,-
mser1242,-,-,-,s,-,-,-,e,-,v,a,s,-,-,-,-,-,-,-,-,-,-,-
afad1236,-,-,-,L,-,-,-,e,-,f,-,t,-,-,-,-,-,-,-,-,-,i,-
mpad1242,-,-,-,l,-,-,-,a,-,f,a,s,-,-,-,-,-,-,-,-,-,3,-
malg1250,-,-,-,l,e,d,-,3,-,f,a,s,-,-,-,-,-,-,-,-,-,3,-
mbar1260,-,-,-,L,-,-,-,3,n,f,u,t,-,-,-,-,-,-,-,-,-,-,-
chad1249,-,-,-,-,-,-,-,-,-,f,a,s,-,-,-,-,-,-,-,-,-,a,-
