language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
molo1266,-,-,-,p,a,t,-,s,-,-,-,-
wuzl1236,-,-,-,f,a,t,-,-,-,-,-,-
wuzl1236,-,-,-,p,a,t,-,s,-,-,-,-
vame1236,-,a,-,p,a,-,-,s,-,-,-,-
dugw1239,-,-,-,p,a,t,-,s,-,-,-,-
dugw1239,-,-,-,p,a,-,-,t,-,-,-,-
nort3047,-,-,-,p,a,-,-,s,-,-,-,-
mbuk1243,-,-,-,p,a,-,-,T,-,-,-,-
cuvo1236,-,-,-,p,a,-,-,s,-,-,-,-
buwa1243,-,-,-,p,e,-,-,s,-,-,-,-
gava1241,-,-,-,p,i,-,-,S,-,-,-,-
mbed1242,-,-,-,p,i,-,-,s,-,-,-,-
bald1241,-,-,-,p,a,-,-,s,-,-,-,-
kamw1239,-,-,-,v,i,-,-,T,i,-,-,-
suku1272,-,-,-,p,i,-,-,s,-,-,-,-
lama1288,-,-,-,f,i,-,-,t,i,-,-,-
lagw1237,-,-,-,-,-,-,-,s,3,-,-,-
mser1242,-,-,-,-,-,-,-,s,3,-,-,-
afad1236,-,-,-,t,-,-,-,s,3,-,-,-
mpad1242,-,-,-,-,-,-,-,s,3,-,-,-
malg1250,-,-,-,-,-,-,-,s,3,-,-,-
masl1241,-,-,-,-,-,-,-,s,3,-,-,-
budu1265,-,-,-,-,-,-,-,y,3,r,a,w
maje1243,-,-,-,f,a,-,-,T,a,-,-,-
mbar1260,-,-,-,-,-,-,-,f,u,t,a,y
bata1314,-,-,-,f,3,-,-,r,e,-,-,-
hwan1240,y,a,n,f,a,-,-,r,a,-,-,-
chad1249,-,-,-,T,a,m,i,s,-,-,-,-
dghw1239,-,-,-,f,i,-,-,T,e,-,-,-
