language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
dugw1239,-,-,m,-,-,-,-,-,3,t,e,s,e,-,-,y
mere1246,-,-,n,d,a,-,p,-,-,-,-,-,a,-,-,-
mere1246,-,-,m,-,-,-,b,-,3,r,-,L,a,-,-,-
nort3047,-,-,-,-,-,-,z,-,i,d,-,-,-,-,-,-
cuvo1236,-,-,T,-,3,k,w,-,a,l,-,-,a,-,-,-
buwa1243,-,-,m,-,-,-,b,-,e,r,-,-,-,-,-,-
gava1241,-,-,m,-,-,-,b,-,i,r,-,-,-,-,-,-
mbed1242,-,-,m,-,-,-,b,-,i,r,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,z,-,3,v,-,-,i,w,u,n
mser1242,-,-,-,-,-,-,z,-,3,f,-,-,-,-,-,-
afad1236,d,e,m,-,-,t,s,-,a,l,-,-,e,-,-,-
mpad1242,l,a,m,-,-,-,s,7,a,l,-,-,-,-,-,-
malg1250,-,-,-,-,-,-,s,-,a,f,-,-,e,w,u,n
