language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
molo1266,-,-,-,-,a,-,-,z,-,-,a,-,n,-,-,-,a,-
molo1266,-,-,-,-,a,n,-,d,a,w,a,-,n,-,-,-,-,-
muya1243,-,-,-,-,o,-,-,m,-,-,o,-,l,-,-,-,o,-
wuzl1236,-,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-
dugw1239,-,-,-,-,a,-,-,k,-,-,e,-,y,-,-,-,-,-
mere1246,-,-,-,-,a,-,-,g,-,-,3,-,l,-,-,-,a,-
mere1246,-,-,t,s,u,-,-,k,-,-,u,-,d,-,-,-,a,-
nort3047,-,-,-,-,-,-,-,b,-,-,i,s,t,-,-,-,a,-
mbuk1243,-,-,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,i,-,-,z,-,-,3,-,n,-,-,-,e,-
cuvo1236,-,-,-,-,-,-,-,g,-,-,3,-,l,a,k,w,a,-
buwa1243,-,-,k,-,e,t,e,g,-,-,3,-,r,-,-,-,e,-
buwa1243,-,-,k,-,e,-,-,-,-,-,-,-,d,-,-,-,e,-
buwa1243,-,-,k,-,e,t,e,g,-,-,3,-,r,-,-,-,e,-
gava1241,-,-,k,-,o,t,-,-,-,-,-,-,-,-,-,-,o,-
mbed1242,-,-,k,-,3,-,-,g,-,-,a,-,n,-,-,-,a,-
kamw1239,-,-,w,-,u,n,-,t,-,-,3,-,n,-,-,-,a,-
psik1239,-,-,-,-,-,-,-,t,-,-,3,-,n,-,-,z,a,-
suku1272,-,-,m,-,a,n,-,y,-,-,i,-,n,-,-,-,a,-
lagw1237,s,a,b,-,3,r,a,k,-,-,-,-,-,-,-,-,a,-
mser1242,-,-,w,-,a,l,a,b,-,-,-,-,-,-,-,-,a,r
mpad1242,-,-,s,-,a,r,a,k,-,-,-,-,-,-,-,-,i,-
mpad1242,-,-,w,-,a,n,-,k,-,-,-,-,-,-,-,-,e,-
mpad1242,-,-,s,-,a,-,-,k,-,-,a,-,r,-,-,-,o,-
mpad1242,-,-,-,-,a,-,-,t,-,-,-,-,r,-,-,-,o,-
malg1250,-,-,b,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-
budu1265,-,-,k,-,3,-,a,g,-,-,-,-,-,-,-,-,u,-
chad1249,-,-,-,-,a,-,-,k,-,-,u,-,n,-,-,-,-,-
