language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
kamw1239,-,-,-,-,f,-,-,i,g,-,u,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
suku1272,-,-,-,-,f,-,-,-,-,-,3,-,l,-,-,-,-,3,-,-,-,g,u,-,-,m,-,-
lama1288,-,-,-,-,f,-,-,-,-,-,3,-,l,-,-,-,-,-,-,-,-,g,u,-,-,m,i,-
nyim1251,-,-,-,-,s,-,-,u,b,-,u,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
molo1266,-,-,-,-,T,-,-,3,k,w,3,-,l,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-
muya1243,-,-,-,-,y,i,y,e,-,h,3,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,-,y,i,y,e,-,h,3,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,-,-,t,-,s,u,k,-,u,-,d,-,-,-,-,a,t,s,u,k,u,d,a,h,a,r
vame1236,-,-,-,-,d,-,-,-,-,-,u,N,d,-,-,-,-,a,-,-,-,N,-,-,-,w,-,-
dugw1239,-,m,3,-,T,-,-,u,k,-,u,-,l,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-
mere1246,-,m,a,-,t,-,s,e,k,-,u,-,l,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-
gemz1238,-,-,-,-,t,-,s,e,k,-,u,-,l,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-
mbuk1243,-,-,-,-,T,-,-,u,k,-,u,-,l,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-
nort3047,-,m,u,-,t,-,-,-,-,-,u,-,l,-,-,-,-,-,-,-,-,k,-,-,a,h,a,N
cuvo1236,-,m,a,n,d,-,-,-,-,-,a,-,l,-,-,-,-,a,-,-,-,k,-,-,-,w,-,-
buwa1243,-,m,o,-,d,o,d,o,k,-,w,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gava1241,-,f,u,-,r,-,-,-,g,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
mbed1242,-,m,a,-,d,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-
kanu1281,-,n,-,-,y,-,-,-,-,-,u,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
lagw1237,-,n,-,-,-,-,-,-,-,-,-,-,t,i,-,-,d,o,-,-,-,-,-,-,-,-,-,-
mser1242,a,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,o,-,-,-,-,-,-,-,-,-,-
afad1236,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,s,o,-,-,-,-,-,-,-,-,-,-
mpad1242,-,n,-,-,g,-,-,-,-,-,u,-,l,a,-,-,s,3,-,-,-,-,-,-,-,-,-,-
malg1250,g,b,-,-,-,-,-,-,-,-,3,-,l,a,-,-,s,a,-,-,-,-,-,-,-,-,-,-
masl1241,-,m,-,-,b,-,-,-,-,-,-,-,l,a,-,-,s,3,-,-,-,-,-,-,-,-,-,-
chad1249,-,-,-,-,k,-,-,-,-,-,u,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
marg1266,-,m,a,-,p,-,-,-,-,-,i,-,d,a,-,-,-,u,-,-,-,-,-,-,-,-,-,-
bata1314,-,-,-,-,g,-,-,-,b,-,3,-,r,3,n,g,t,o,-,-,-,-,-,-,-,-,-,-
