language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,-,-,-,-,-,T,-,i,-,-,-,k,-,a,g,-,w,o
lama1288,-,-,-,-,-,g,-,a,-,-,-,t,-,a,-,-,-,-
wuzl1236,-,-,-,-,-,g,-,a,-,r,-,s,-,a,-,-,-,-
vame1236,-,-,-,-,-,g,-,3,-,-,-,s,-,a,-,-,-,-
dugw1239,m,-,-,-,a,y,-,i,-,y,-,l,-,a,y,-,-,-
mere1246,t,s,i,k,a,y,m,e,a,n,-,d,-,o,-,-,-,-
gemz1238,m,-,-,-,e,g,-,e,-,w,u,s,-,a,-,-,-,-
nort3047,-,-,-,-,-,y,-,i,-,-,-,h,-,a,n,-,-,-
cuvo1236,-,-,-,-,-,g,w,a,-,-,-,d,f,a,v,a,w,-
buwa1243,-,-,-,-,-,-,-,-,-,-,-,L,-,o,p,-,-,-
gava1241,-,-,-,-,-,-,-,-,-,-,-,L,-,o,p,-,-,-
mbed1242,m,-,-,-,-,b,-,3,-,-,-,l,-,e,-,-,-,-
lagw1237,n,-,-,-,-,g,-,u,-,-,-,l,-,-,-,-,-,-
mser1242,-,-,-,-,-,-,-,-,-,-,-,s,w,a,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,d,-,u,-,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,d,-,3,-,-,-,-
mpad1242,-,-,-,-,-,s,-,o,-,-,-,l,h,e,-,-,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,d,-,u,-,-,-,-
