language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
wuzl1236,-,-,-,-,-,-,-,m,a,w,u,L,-,a,-,-,w,-,u,-,-,-,L,-,-,-,a,m
vame1236,g,a,N,k,a,l,e,m,a,-,-,l,m,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,m,3,-,-,-,-,-,l,e,v,-,e,-,-,-,y,-,m,-,e,y
mere1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,z,-,e,-,-,-,k,-,-,-,e,-
nort3047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,g,-,i,-,-,-,-,-,m,-,i,-
cuvo1236,-,-,-,-,-,-,-,m,a,-,-,-,m,a,N,-,g,-,a,-,-,-,y,-,-,-,a,-
buwa1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,L,a,N,g,o,l
gava1241,-,-,-,-,-,-,-,m,o,-,-,-,-,-,g,u,v,-,o,-,-,m,L,-,-,-,o,-
mbed1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,-,3,-,-,-,L,-,-,-,a,b
kamw1239,g,-,-,-,-,-,i,n,-,-,-,-,-,a,n,-,g,-,3,-,-,-,l,-,-,-,a,-
lagw1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,k,-,u,-,a,n,h,-,-,-,e,-
mser1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,k,-,w,-,a,-,r,-,-,-,i,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,o,-,-,3,l,a,m,s,-,-,-,3,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,a,d,-,3,-,a,m,s,-,-,-,3,-
mbar1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,u,k,s,u,-,-,-,k,-,-,-,i,-
