language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
molo1266,-,-,o,b,-,o,l,-,-,-,-,o,-,-,-,-,-,-,-,-
muya1243,-,-,o,b,-,3,l,-,-,-,-,u,m,-,-,-,-,-,-,-
wuzl1236,-,-,a,b,-,3,l,-,-,-,-,a,m,-,-,-,-,-,-,-
vame1236,-,-,-,b,-,3,l,-,-,-,-,a,-,-,-,-,-,-,-,-
dugw1239,-,-,-,b,-,3,l,-,-,-,-,e,m,-,-,-,-,-,-,-
dugw1239,-,-,-,b,-,3,l,-,-,-,-,a,m,-,-,-,-,-,-,-
mere1246,-,-,-,b,-,3,l,-,-,-,-,e,m,-,-,-,-,-,-,-
mere1246,-,-,-,b,-,3,l,-,-,-,-,e,m,-,-,-,-,-,-,-
nort3047,-,-,-,b,-,i,l,-,-,-,-,e,w,-,-,-,-,-,-,-
mbuk1243,-,-,-,b,-,3,l,-,-,-,-,a,m,-,-,-,-,-,-,-
cuvo1236,-,-,-,y,-,a,N,-,-,-,t,a,m,e,n,y,e,v,e,y
buwa1243,N,T,3,f,-,e,d,-,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,N,T,i,f,-,i,d,-,-,-,-,-,-,-,-,-,-,-,-,-
kamw1239,-,-,-,-,-,-,l,-,-,-,-,e,f,-,-,w,-,-,o,-
mser1242,-,-,-,d,-,o,y,-,-,-,-,a,-,-,-,-,-,-,-,-
afad1236,-,-,-,d,-,o,y,-,-,-,-,a,-,-,-,-,-,-,-,-
mpad1242,-,-,-,d,-,o,y,-,-,-,-,a,-,-,-,-,-,-,-,-
malg1250,-,-,-,d,-,o,y,-,-,-,-,a,-,-,-,-,-,-,-,-
haus1257,-,-,-,d,o,o,y,-,-,-,-,a,-,-,-,-,-,-,-,-
chad1249,-,-,-,d,-,o,y,-,-,-,-,a,-,-,-,-,-,-,-,-
gaan1243,-,k,3,s,-,a,h,n,g,3,t,a,-,-,-,-,-,-,-,-
