language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,-,-,-,-,-,b,3,-,L,-,o,-,-,-,-,-,-,-
muya1243,g,u,d,u,N,g,u,-,d,-,u,N,-,-,-,-,-,-
muya1243,g,o,-,-,-,p,3,-,l,-,o,m,-,-,-,-,-,-
muya1243,g,o,-,-,-,p,3,-,l,-,o,m,-,-,-,-,-,-
muya1243,b,o,g,-,-,L,o,-,l,-,o,b,-,-,-,-,-,-
muya1243,b,o,-,-,-,h,3,-,r,-,o,N,-,-,-,-,-,-
muya1243,g,u,d,u,N,g,u,-,d,-,u,N,-,-,-,-,-,-
muya1243,b,o,g,-,-,L,o,-,l,-,o,b,-,-,-,-,-,-
muya1243,-,-,-,-,-,b,3,g,r,-,3,v,-,-,-,-,-,-
muya1243,L,3,-,-,-,b,-,-,r,-,3,m,-,-,-,-,-,-
muya1243,t,u,-,-,-,-,-,-,r,-,o,-,-,-,-,-,-,-
muya1243,k,o,-,-,-,p,3,-,l,-,o,m,-,-,-,-,-,-
muya1243,-,-,-,-,-,b,o,-,t,-,o,t,-,-,-,-,-,-
muya1243,b,o,g,-,-,L,o,-,l,-,u,b,-,-,-,-,-,-
muya1243,L,3,-,-,-,b,-,-,r,-,3,m,-,-,-,-,-,-
muya1243,b,o,-,-,-,h,3,-,r,-,o,N,-,-,-,-,-,-
muya1243,t,u,-,-,-,-,-,-,r,-,o,-,-,-,-,-,-,-
muya1243,k,o,-,-,-,p,3,-,l,-,o,m,-,-,-,-,-,-
muya1243,g,i,r,-,-,p,e,-,l,-,i,m,-,-,-,-,-,-
muya1243,g,i,r,-,-,p,e,-,l,-,i,m,-,-,-,-,-,-
wuzl1236,g,-,-,-,-,-,a,n,d,-,a,N,-,-,a,-,-,-
vame1236,g,a,-,-,n,d,a,-,N,-,a,-,-,-,-,-,-,-
vame1236,v,-,-,-,-,-,u,-,h,w,a,-,-,-,-,-,-,-
vame1236,L,a,-,-,-,t,a,-,t,-,a,-,-,-,-,-,-,-
gemz1238,L,a,-,-,-,b,a,-,t,-,u,m,-,-,-,-,-,-
mbuk1243,L,3,-,-,-,b,a,-,t,-,a,m,-,-,a,w,a,n
mbuk1243,t,3,-,-,-,k,u,-,d,-,a,L,-,-,-,-,-,-
mbuk1243,L,3,-,-,-,b,a,-,t,-,a,m,-,-,-,-,-,-
mbar1260,-,-,-,-,-,b,e,-,7,-,-,d,-,-,-,-,-,-
mbar1260,-,-,-,-,-,p,i,-,r,-,a,T,-,-,-,-,-,-
mpad1242,-,-,-,-,-,b,a,-,T,7,a,-,-,-,-,-,-,-
malg1250,-,-,-,-,-,b,a,-,T,-,a,-,-,-,-,-,-,-
bata1314,p,i,l,i,-,p,i,-,l,-,i,-,-,-,-,-,-,-
dghw1239,N,g,-,-,-,w,-,-,r,-,a,n,a,n,a,-,-,-
