language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
muya1243,m,3,n,y,o,-,-,l,3,N
muya1243,m,3,n,y,o,-,-,k,i,-
muya1243,m,3,n,y,o,-,-,k,i,-
dugw1239,m,3,-,y,3,-,-,b,e,y
mere1246,-,-,-,z,3,-,-,b,a,-
nort3047,p,u,-,r,a,-,-,g,o,d
mbuk1243,-,-,-,d,3,-,-,d,a,y
cuvo1236,n,-,-,y,a,-,-,r,a,-
mbed1242,-,-,-,g,3,-,-,r,-,-
kamw1239,n,-,-,-,a,-,-,t,a,-
lagw1237,n,-,-,g,u,n,a,l,e,-
mser1242,-,-,-,s,-,-,a,l,a,o
afad1236,-,-,-,d,3,g,o,h,e,-
mpad1242,n,-,-,d,3,l,a,b,a,r
mpad1242,n,-,-,d,3,g,o,h,e,-
malg1250,n,-,-,g,3,n,-,y,e,-
mbar1260,7,-,-,d,u,-,-,-,-,-
