language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
kamw1239,-,-,h,-,-,-,3,-,-,-
nyim1251,k,-,h,-,-,-,i,-,-,-
wuzl1236,-,-,h,w,a,r,o,-,-,-
wuzl1236,-,-,k,-,3,r,3,d,e,N
dugw1239,-,-,m,-,3,z,3,r,e,y
mere1246,-,-,h,-,3,g,3,r,-,-
gemz1238,m,e,l,-,3,g,e,r,e,-
mbuk1243,-,-,g,-,-,-,a,n,-,-
mbuk1243,-,-,b,-,3,b,a,L,-,-
mbuk1243,-,-,g,-,u,d,o,k,-,-
nort3047,-,-,h,-,i,7,e,-,-,-
cuvo1236,-,-,h,-,a,y,a,-,-,-
buwa1243,-,-,s,-,3,k,e,n,-,-
gava1241,-,-,S,-,-,-,i,n,-,-
mbed1242,-,-,h,-,-,-,a,z,-,-
mbar1260,-,-,s,-,-,-,e,r,-,-
lagw1237,-,-,x,-,a,w,u,n,-,-
mser1242,-,-,k,-,3,g,a,-,-,-
afad1236,-,-,b,-,a,-,o,-,-,-
mpad1242,-,-,k,-,3,-,-,-,-,-
