language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kamw1239,n,-,-,-,t,-,3,-,-,h,a,-
nyim1251,g,-,-,-,-,-,u,-,-,b,-,-
molo1266,T,3,-,-,y,-,e,-,-,-,-,-
wuzl1236,w,u,-,-,d,-,3,-,-,m,-,-
vame1236,m,e,-,-,d,-,e,-,k,w,-,-
dugw1239,g,3,-,-,d,-,3,-,-,g,e,r
mere1246,-,-,-,-,d,-,e,-,-,b,e,r
mere1246,-,-,-,-,h,-,o,-,-,v,o,-
gemz1238,b,3,-,-,r,-,-,-,-,z,a,-
mbuk1243,-,-,-,-,d,-,E,-,-,k,-,-
nort3047,-,-,-,-,d,-,3,-,-,r,a,k
cuvo1236,g,3,-,-,d,-,e,-,-,r,-,-
buwa1243,-,-,-,m,T,-,o,-,-,-,-,-
gava1241,w,3,l,m,t,s,o,-,-,-,-,-
mbed1242,-,-,-,n,t,S,a,-,-,-,-,-
kanu1281,-,-,-,-,f,-,a,r,-,g,i,-
kanu1281,-,-,-,-,f,-,a,r,-,g,i,-
lagw1237,-,-,-,-,t,-,3,m,-,b,u,-
mser1242,-,-,-,-,t,-,a,m,-,b,u,-
afad1236,-,-,-,-,t,-,a,m,-,b,u,-
mpad1242,-,-,-,-,f,-,a,-,-,s,3,-
mpad1242,-,-,-,-,t,-,a,m,-,b,u,-
malg1250,-,-,-,-,t,-,a,m,-,b,u,-
chad1249,-,-,-,-,f,-,a,r,a,y,-,-
chad1249,-,-,-,-,f,-,a,r,a,y,-,-
maje1243,-,-,-,-,y,-,3,m,-,d,e,-
bata1314,-,-,-,-,g,-,u,-,-,l,e,-
