language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
molo1266,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,y,-,-,a,-,-,-
muya1243,-,-,-,-,-,-,o,-,-,d,-,-,-,-,o,-,b,-,-,o,-,-,-
muya1243,-,-,-,-,-,-,-,-,-,y,-,-,-,-,i,-,f,-,-,e,N,-,-
wuzl1236,-,-,-,-,-,-,a,-,-,k,a,d,-,-,a,-,b,-,-,a,-,-,-
wuzl1236,-,-,-,-,-,-,a,-,-,k,-,-,-,-,a,-,v,-,-,o,-,-,-
wuzl1236,-,-,-,-,-,-,a,-,-,d,-,-,-,-,a,-,b,-,-,a,-,-,-
vame1236,-,-,-,-,-,-,a,p,a,d,-,-,-,-,a,-,b,-,-,a,-,-,-
vame1236,-,-,-,-,-,-,a,-,-,d,-,-,-,-,a,-,b,-,-,a,-,-,-
dugw1239,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,g,-,-,3,r,e,y
dugw1239,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,g,-,-,3,r,3,y
nort3047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,u,r,-,-
mbuk1243,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,g,-,-,a,-,-,-
cuvo1236,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,f,-,-,a,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,3,n,a,-,-,-
mofu1248,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,-
mbed1242,-,-,-,m,-,-,3,N,-,g,-,-,-,-,3,-,v,-,-,a,-,-,y
kamw1239,-,-,-,t,-,-,3,m,-,b,-,-,-,-,u,-,r,-,-,i,-,-,-
psik1239,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,n,y,-,-,a,-,-,-
psik1239,-,-,-,t,-,-,u,m,-,b,3,r,3,k,3,n,y,-,-,a,-,-,-
lagw1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,g,-,-,e,-,-,-
mser1242,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,g,-,-,i,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,e,-,-,y
malg1250,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,g,-,-,e,-,-,-
budu1265,l,3,-,m,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,-
mbar1260,y,e,7,b,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,-
mbar1260,-,-,7,b,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,-
bata1314,-,-,-,-,-,-,-,-,-,g,-,-,-,-,3,-,l,-,-,3,-,-,-
chad1249,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,T,-,-,a,n,-,-
dghw1239,-,-,-,b,3,g,a,-,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-
