language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
dugw1239,-,-,k,-,-,w,-,a,r,-,-,m,3,g,r,e,y
mere1246,-,-,-,-,-,b,-,e,r,-,-,-,-,-,-,-,-
mere1246,-,-,-,-,-,b,-,e,r,-,-,-,-,-,-,-,-
nort3047,n,-,g,u,r,v,-,o,N,-,-,-,-,-,-,-,-
cuvo1236,l,-,-,3,-,g,-,e,N,-,-,-,-,-,-,-,-
buwa1243,N,-,-,-,-,v,-,o,n,-,-,-,-,-,-,-,-
gava1241,N,-,-,-,-,v,-,3,n,t,o,s,o,-,d,-,-
mbed1242,l,-,-,a,-,v,-,a,r,-,-,-,-,-,-,-,-
kamw1239,-,-,-,-,-,v,-,3,n,-,-,-,a,-,-,-,-
lama1288,-,-,-,-,-,b,-,u,n,-,-,-,a,-,-,-,-
lagw1237,-,-,-,-,-,v,-,3,n,-,-,-,-,-,-,-,-
mser1242,k,u,r,a,i,g,-,a,d,-,a,w,e,-,-,-,-
mpad1242,k,-,-,a,-,w,s,3,k,3,n,w,a,-,-,-,-
malg1250,g,-,-,-,-,b,-,3,r,-,-,-,-,-,-,-,-
maje1243,-,-,-,-,-,v,-,u,n,-,-,-,a,-,-,-,-
dghw1239,-,-,-,-,-,v,-,3,r,-,-,-,a,-,-,-,-
