language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
wuzl1236,-,-,m,3,-,-,-,-,-,d,-,z,3,g,-,w,-,a,-,-,-,v,i,y,o,-,-,-
vame1236,k,u,b,-,-,-,-,-,-,d,i,s,a,h,-,w,-,a,m,s,u,w,-,-,a,-,-,k
dugw1239,-,-,m,3,-,-,-,-,-,-,-,-,-,b,e,u,-,-,-,-,-,t,e,y,-,-,-,-
mbuk1243,-,-,m,3,-,-,-,-,-,-,-,s,u,g,-,u,r,-,n,-,-,d,o,l,o,-,-,n
cuvo1236,-,-,m,e,-,-,-,-,-,-,-,-,-,r,-,e,r,e,m,-,-,t,a,y,a,-,-,m
buwa1243,l,a,p,u,-,-,-,-,-,-,-,d,N,g,-,-,-,-,-,-,-,-,-,w,o,-,-,l
gava1241,y,3,m,o,k,o,m,b,i,r,-,d,o,k,-,-,-,-,-,-,-,-,-,w,-,-,-,-
mbed1242,-,-,m,e,-,-,-,-,-,-,-,d,3,k,-,-,-,-,-,-,-,t,i,y,i,-,-,m
kamw1239,-,-,Z,e,-,-,-,-,-,-,-,-,n,g,-,u,-,-,-,-,-,l,-,y,i,-,-,-
lagw1237,-,-,m,a,-,-,-,-,-,-,-,-,m,b,-,e,-,-,-,-,-,t,l,7,i,-,-,-
mser1242,-,-,m,e,-,-,-,-,-,-,-,-,m,b,-,a,-,-,-,-,-,s,-,7,a,-,-,-
malg1250,-,-,n,-,-,-,-,-,-,-,-,-,-,g,-,a,-,-,-,-,-,T,-,7,a,w,a,n
budu1265,-,-,b,a,-,-,-,-,-,-,-,-,-,b,-,u,-,-,-,-,-,-,l,-,a,-,-,m
maje1243,-,-,g,a,-,-,-,-,-,-,-,-,-,y,-,3,-,-,-,-,-,-,-,w,a,-,-,-
chad1249,-,-,m,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
