language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
muya1243,-,-,-,-,-,g,-,-,3,-,-,n,-,-,-,-,-,o,w
wuzl1236,-,-,-,-,-,-,-,-,a,-,-,n,-,a,-,N,-,a,-
vame1236,-,-,-,-,-,s,-,-,3,-,-,-,-,-,-,g,-,a,y
dugw1239,-,-,-,-,-,g,-,-,3,-,-,n,-,-,-,-,-,a,w
mere1246,-,-,-,-,-,w,-,-,u,-,i,p,-,-,-,-,-,e,L
mere1246,-,-,-,-,-,g,-,-,3,-,-,n,-,-,-,-,-,a,w
nort3047,-,-,-,-,-,g,-,-,i,-,-,n,-,-,-,-,-,a,w
mbuk1243,-,-,-,-,-,g,-,-,3,-,-,n,-,-,-,-,-,a,w
mbuk1243,-,-,-,-,-,b,-,-,3,-,-,r,-,-,-,b,-,o,r
cuvo1236,-,-,-,-,-,y,-,-,e,-,-,n,-,-,-,-,-,e,-
mofu1248,-,-,-,-,-,T,-,-,e,-,-,-,-,-,-,-,-,-,k
buwa1243,-,s,3,-,-,k,-,-,o,-,-,n,-,-,-,-,-,-,-
gava1241,-,s,-,-,-,k,-,-,3,-,-,n,-,N,-,g,-,o,s
bald1241,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,a,7
kamw1239,w,s,i,-,-,k,-,-,3,-,-,t,S,i,t,S,-,i,-
mafa1239,-,-,-,-,-,d,-,-,3,-,-,m,-,-,-,b,-,e,k
mafa1239,-,-,m,-,-,b,-,-,a,-,-,-,-,-,-,y,k,a,-
mafa1239,-,-,-,-,-,g,-,-,3,-,-,m,-,-,-,L,-,a,-
lagw1237,-,-,-,-,L,-,-,-,u,-,-,-,-,-,-,-,-,-,-
mser1242,-,w,e,-,l,-,-,-,3,-,-,g,-,-,-,-,-,e,-
afad1236,-,d,i,-,l,g,-,-,3,-,-,l,-,-,-,-,-,e,-
mpad1242,-,y,i,3,l,g,-,-,3,-,-,l,-,-,-,-,-,e,-
malg1250,-,-,-,-,-,b,-,-,a,h,i,m,-,-,-,-,-,a,-
maje1243,-,-,-,-,-,d,-,-,a,-,-,b,-,-,-,-,-,a,-
bata1314,-,s,u,-,-,k,-,-,a,-,-,k,-,-,-,-,-,e,-
sout3051,-,-,-,-,n,g,-,-,i,-,-,n,-,-,-,-,-,e,w
chad1249,-,-,-,-,-,b,a,h,i,-,-,m,-,-,-,-,-,e,-
musg1254,-,-,-,-,-,s,-,-,a,-,-,l,-,-,-,-,-,a,k
