language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,-,-,-,t,u,-,-,m,-,-,-,-,-,a,t,-,i,r
suku1272,-,-,-,t,o,-,-,m,-,-,-,-,-,a,t,-,3,r
nyim1251,-,-,-,t,u,-,-,m,-,-,-,-,-,a,t,-,u,r
wuzl1236,-,-,-,t,u,-,-,m,-,-,-,-,-,a,t,-,-,-
vame1236,-,-,-,t,u,-,-,m,-,-,-,-,-,a,t,-,-,-
dugw1239,-,-,-,t,o,-,-,m,-,-,-,-,-,a,t,-,-,-
mere1246,-,-,-,t,o,-,-,m,-,-,-,-,-,a,t,-,e,-
gemz1238,-,-,-,t,3,-,-,n,-,-,-,-,-,a,t,-,a,-
nort3047,-,-,-,k,u,s,e,l,-,g,-,-,-,u,d,-,e,-
cuvo1236,v,a,y,t,a,-,-,m,e,g,e,m,b,e,k,l,e,y
budu1265,-,-,-,k,3,-,-,m,-,-,-,-,-,a,t,-,3,m
kanu1281,-,-,-,t,3,-,-,m,-,-,-,-,-,a,t,-,3,n
lagw1237,-,-,-,k,3,-,-,m,-,-,-,-,-,a,t,-,3,n
mser1242,-,-,-,k,3,-,-,m,-,-,-,-,-,a,t,-,3,n
mpad1242,-,-,-,k,3,-,-,m,-,-,-,-,-,a,t,-,3,n
malg1250,-,-,-,t,3,-,-,m,-,-,-,-,-,a,t,-,3,m
chad1249,-,-,-,t,a,-,-,m,-,-,-,-,-,a,t,-,i,m
zina1234,-,-,-,t,3,-,-,m,-,-,-,-,-,a,t,-,3,-
