language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,-,-,-,m,3,-,d,-,-,-,3,-,-,-,-,-,l,-,-,3,n,g,o,-,-
suku1272,-,-,-,m,u,-,T,-,-,-,-,-,-,-,-,-,-,-,-,u,n,-,-,-,-
molo1266,-,-,-,-,-,n,d,-,-,-,3,-,b,-,a,-,l,-,b,a,l,-,-,-,-
muya1243,-,-,-,-,-,-,d,-,-,-,e,-,-,-,-,-,d,-,-,e,l,-,-,-,-
muya1243,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,d,-,-,o,l,-,-,-,-
muya1243,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,d,-,-,o,l,-,-,-,-
muya1243,-,-,-,m,e,n,d,-,-,-,e,-,-,-,-,-,l,-,-,e,z,-,e,n,i
wuzl1236,-,-,-,-,-,-,t,-,-,-,a,-,k,-,-,-,w,-,-,a,n,-,a,k,-
mere1246,-,-,-,s,e,-,l,g,e,d,e,k,g,-,o,n,d,a,l,a,z,-,-,-,-
mbuk1243,s,3,r,d,a,-,l,-,-,-,u,-,w,-,-,-,-,-,-,a,-,-,-,-,-
mbuk1243,g,-,-,w,e,-,d,-,-,-,e,r,g,w,e,-,d,-,-,e,r,-,-,-,-
mbuk1243,-,-,-,b,a,-,l,-,-,-,i,-,w,-,u,-,s,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,b,a,-,l,-,-,-,i,-,w,-,u,-,s,-,w,a,s,-,-,-,-
cuvo1236,-,-,-,m,a,-,t,-,-,-,3,r,-,-,-,-,s,-,-,e,y,-,-,-,-
buwa1243,-,-,-,m,e,-,t,-,-,-,3,-,-,-,-,-,r,-,s,e,m,-,-,-,-
gava1241,-,-,-,d,e,-,d,-,-,-,e,-,w,-,-,-,d,-,-,e,w,-,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,l,-,g,a,-,-,-,-,-
bata1314,-,-,-,-,-,-,d,-,-,-,i,-,f,w,a,-,-,-,-,a,-,-,-,-,-
