language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
nyim1251,-,-,-,-,-,-,-,-,-,k,u,y,a,-
dugw1239,-,-,-,-,-,-,-,m,3,k,u,w,e,y
gemz1238,-,-,-,-,-,-,-,m,a,k,o,y,e,-
nort3047,-,-,-,-,-,-,-,-,-,-,-,w,e,-
cuvo1236,-,-,-,-,-,-,-,-,-,k,-,w,a,-
buwa1243,-,-,-,-,-,-,-,N,-,h,-,w,o,z
gava1241,-,-,-,-,-,-,-,N,-,h,-,w,o,z
mbed1242,-,-,-,-,-,-,-,m,a,h,-,-,u,-
kanu1281,-,-,-,-,-,-,-,s,a,-,-,r,a,n
lagw1237,b,3,l,a,a,s,e,s,a,y,a,-,-,-
mser1242,-,-,-,-,-,-,-,s,a,k,a,r,-,-
mpad1242,-,-,-,-,-,-,-,s,a,k,-,r,a,n
malg1250,y,e,d,-,3,-,-,s,a,k,a,r,a,n
chad1249,-,-,-,-,-,-,-,s,a,k,-,r,a,n
zina1234,-,-,-,-,-,-,-,s,a,k,-,r,a,n
