language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
psik1239,t,-,s,-,3,-,-,-,-,n,-,-,-,-,i,-,-
psik1239,-,-,g,-,e,-,-,-,-,n,-,-,-,-,i,-,-
psik1239,-,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-
psik1239,-,-,g,-,e,-,-,-,-,-,-,-,-,-,-,-,-
lama1288,-,-,k,-,a,-,-,-,-,y,-,-,-,-,a,-,-
molo1266,-,-,k,-,3,-,-,-,-,l,-,-,-,-,e,n,-
muya1243,-,-,-,-,-,-,-,-,-,L,-,-,-,-,o,-,-
muya1243,-,-,m,-,-,-,-,-,-,-,-,-,-,-,3,k,-
muya1243,-,-,m,-,3,-,-,-,-,s,-,-,-,-,3,k,-
wuzl1236,-,-,m,-,a,-,-,-,-,L,i,y,a,N,a,h,e
wuzl1236,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,m,-
wuzl1236,-,-,n,-,-,-,-,-,-,d,-,-,-,-,e,-,-
wuzl1236,-,-,t,-,-,-,-,-,-,s,-,-,-,-,a,-,-
wuzl1236,-,-,k,-,a,-,-,-,-,d,-,-,-,-,a,-,-
vame1236,-,-,-,-,a,-,-,-,-,d,-,-,3,b,a,-,-
vame1236,-,-,-,-,-,-,-,-,-,L,-,-,3,N,a,-,-
dugw1239,t,o,k,-,a,-,-,-,-,k,-,-,-,-,a,-,-
gemz1238,-,-,h,-,a,y,a,k,u,d,-,-,-,-,o,-,-
gemz1238,t,-,s,-,e,-,-,-,-,t,-,-,-,-,i,-,-
mbuk1243,-,-,k,-,u,-,-,-,-,t,-,-,-,-,o,k,-
mbuk1243,-,-,-,-,a,-,-,-,-,d,-,-,-,-,a,y,-
mbuk1243,-,-,-,-,a,-,-,-,-,n,-,-,-,-,a,n,-
mbuk1243,-,-,-,-,a,s,3,-,-,n,-,-,-,-,3,-,-
nort3047,-,-,-,-,a,-,-,-,-,d,u,b,a,n,a,N,-
cuvo1236,-,-,-,-,e,-,-,-,-,y,-,-,-,-,-,-,-
buwa1243,-,o,m,-,-,-,-,-,-,b,-,-,-,-,o,-,-
gava1241,-,-,m,b,o,-,-,-,-,r,-,-,-,-,o,-,-
gava1241,-,-,n,-,-,-,-,-,-,d,-,-,-,-,3,-,-
mbed1242,-,i,z,-,i,-,-,-,-,d,-,-,-,-,a,p,-
mofu1248,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,7,-
mofu1248,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,7,-
budu1265,-,-,g,-,a,-,-,-,-,-,-,-,-,-,-,-,-
mser1242,-,-,d,-,3,-,-,-,-,m,-,-,-,-,a,-,-
mpad1242,-,-,-,-,a,-,-,-,-,r,-,-,-,-,o,-,-
mpad1242,-,-,t,-,3,-,-,-,-,m,-,-,-,-,o,-,-
mpad1242,k,-,7,-,a,-,-,-,-,n,-,-,-,-,i,-,-
mpad1242,-,-,s,-,o,-,-,-,-,-,-,-,-,-,-,-,-
