language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
molo1266,-,-,-,s,-,-,-,-,3,k,-,o,-,y,-,-
wuzl1236,d,-,-,z,-,-,-,-,i,b,-,a,-,-,-,-
vame1236,d,-,-,Z,-,-,-,-,3,b,-,a,-,-,-,-
dugw1239,-,-,-,s,-,-,-,-,u,k,-,o,-,y,-,-
mere1246,b,3,-,z,-,-,-,-,e,g,-,a,-,-,-,-
nort3047,-,-,-,s,-,-,-,-,u,k,-,o,-,y,-,-
mbuk1243,-,-,-,d,-,-,-,-,a,l,-,a,m,b,a,k
mbuk1243,-,-,-,z,-,-,-,-,a,h,-,a,-,v,-,-
mbuk1243,-,-,-,z,-,-,-,-,a,v,-,-,-,-,-,-
mbuk1243,-,-,-,L,-,-,-,-,a,l,-,a,-,-,-,-
cuvo1236,-,-,-,t,-,-,-,-,e,r,s,e,-,m,-,-
mofu1248,-,e,-,L,-,-,-,-,e,d,-,-,-,-,-,-
buwa1243,N,-,-,s,-,-,-,-,e,N,-,-,-,-,-,-
gava1241,-,-,-,S,-,-,-,-,i,N,-,-,-,-,-,-
mbed1242,-,-,-,v,-,-,-,-,3,N,-,-,-,-,-,-
kamw1239,k,3,-,z,i,v,o,k,3,z,-,i,-,v,o,-
suku1272,-,-,-,s,-,-,-,-,3,d,-,-,-,-,-,-
mafa1239,v,3,-,z,-,-,-,-,-,-,-,a,-,y,-,-
mafa1239,m,a,d,z,-,-,-,-,a,g,-,a,-,y,-,-
lagw1237,-,-,-,y,-,-,-,-,3,l,-,i,-,-,-,-
lagw1237,-,-,-,y,-,-,-,-,3,l,-,i,-,-,-,-
mser1242,-,-,-,y,-,-,-,-,i,l,-,-,-,-,-,-
mser1242,-,-,-,y,-,-,-,-,i,l,-,-,-,-,-,-
afad1236,g,a,-,b,-,-,-,-,3,n,-,-,-,-,-,-
afad1236,g,a,-,b,-,-,-,-,3,n,-,-,-,-,-,-
mpad1242,-,-,-,y,-,-,-,-,i,l,-,-,-,-,-,-
mpad1242,n,a,-,f,-,-,-,-,a,r,-,-,-,-,-,-
malg1250,-,-,-,y,-,-,-,-,3,l,-,-,-,-,-,-
malg1250,-,-,-,y,-,-,-,-,3,l,-,-,-,-,-,-
masl1241,-,-,-,g,-,-,-,-,a,l,f,3,-,n,-,-
masl1241,-,-,-,g,-,-,-,-,a,l,f,3,-,n,-,-
maje1243,-,-,-,y,-,-,-,-,i,b,-,a,-,-,-,-
maje1243,-,-,-,y,-,-,-,-,i,b,-,a,-,-,-,-
mbar1260,-,-,-,k,u,m,-,-,u,l,-,i,-,-,-,-
bata1314,m,-,-,w,-,-,-,-,a,s,-,a,-,t,o,-
chad1249,n,a,-,f,-,-,-,-,a,r,-,-,-,-,-,-
chad1249,-,a,-,s,-,-,-,-,i,l,-,-,-,-,-,-
musg1254,-,-,-,v,-,-,-,-,o,k,-,-,-,-,-,-
