language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kamw1239,n,k,w,a,-,-,-,k,3,t,s,-,-,-,i,t,s,i,l,3,l,3
nyim1251,n,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,n,a
muya1243,-,-,-,e,-,-,-,-,-,-,l,-,-,-,i,-,f,-,-,i,-,-
muya1243,-,-,-,o,-,-,-,-,-,-,r,-,-,-,-,-,d,-,-,o,N,-
muya1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,u,m,o
muya1243,-,b,-,o,-,-,-,-,-,-,N,-,-,-,-,-,g,-,-,u,z,-
wuzl1236,-,-,-,a,-,-,-,-,-,-,l,-,-,-,i,-,f,-,-,i,-,-
dugw1239,-,l,-,i,y,N,-,g,a,-,r,-,-,-,a,-,k,-,-,a,y,-
gemz1238,-,t,-,3,v,m,a,g,3,-,s,-,-,a,a,-,h,-,-,3,r,-
mbuk1243,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-
mbuk1243,-,s,-,3,-,-,-,-,-,-,s,-,-,-,i,-,d,-,-,e,m,-
cuvo1236,-,y,-,e,-,-,-,g,3,-,r,-,-,-,-,-,d,-,-,e,-,-
gava1241,-,S,-,e,-,-,-,-,-,-,r,e,k,L,i,-,b,-,-,i,-,-
kanu1281,n,g,-,-,-,-,-,-,u,-,m,-,-,-,-,-,d,-,-,e,-,-
mser1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,3,m,-
mpad1242,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
mpad1242,-,g,-,-,-,-,-,-,e,-,y,-,-,-,-,-,S,-,-,e,-,-
malg1250,-,g,-,-,-,-,-,-,e,-,-,-,-,-,-,-,L,-,-,e,-,-
