language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
wuzl1236,m,-,-,-,-,b,a,-,N,-,a,-,-,h,-,a,r,-,-,-
vame1236,p,3,-,-,-,b,3,-,n,-,-,-,-,s,-,a,l,a,y,-
dugw1239,b,-,-,-,-,-,a,-,b,-,a,-,i,l,-,a,y,-,-,-
mere1246,m,-,-,-,-,-,a,-,n,-,-,-,-,d,-,o,g,o,m,-
nort3047,m,u,z,u,m,h,a,-,n,m,a,-,-,d,-,a,d,a,N,-
cuvo1236,b,-,-,-,-,-,a,-,y,-,-,-,-,t,-,a,h,a,-,-
buwa1243,m,-,-,-,-,-,o,-,N,-,-,-,-,g,w,o,r,o,-,-
gava1241,m,-,-,-,-,-,o,-,n,-,o,-,-,g,w,-,-,o,N,w
mbed1242,b,-,-,-,-,-,a,y,n,-,-,-,-,d,-,3,r,a,-,-
kamw1239,g,-,-,-,-,-,u,-,n,-,-,-,-,-,-,-,g,-,-,-
lagw1237,m,-,-,-,-,-,3,-,g,-,a,-,-,d,-,u,g,u,m,-
mser1242,p,-,-,-,-,-,a,-,b,-,a,-,-,d,-,u,-,-,m,o
mpad1242,n,-,-,-,-,-,o,-,w,-,o,s,3,d,-,u,-,-,m,u
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,u,-,-,m,-
