language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
dugw1239,n,-,d,-,-,a,w,-,L,e,-,L,e,-,-,a,h,a,y,-,-,-
mere1246,-,-,b,-,-,3,b,a,t,3,-,t,e,-,-,-,-,-,y,e,-,-
nort3047,n,-,g,-,-,-,-,-,-,e,-,L,e,-,-,-,-,-,-,-,-,-
cuvo1236,n,-,d,-,-,a,-,-,t,e,-,T,e,-,-,-,-,-,d,e,-,m
gava1241,-,-,-,-,-,-,m,o,L,e,-,L,e,-,-,-,-,-,-,-,-,-
mbed1242,-,-,d,i,d,e,m,a,t,u,-,N,-,-,-,-,-,-,-,-,-,-
kamw1239,S,i,y,-,-,-,-,-,-,i,-,y,i,-,-,-,-,-,-,-,-,-
lama1288,-,-,y,-,-,-,-,-,-,i,-,y,i,-,-,-,-,-,-,-,-,-
lagw1237,-,-,b,-,-,-,-,-,-,3,-,l,a,e,z,a,-,-,s,e,-,-
mser1242,-,-,k,-,-,-,-,-,-,a,-,k,a,-,-,-,-,-,-,i,-,-
mpad1242,-,-,k,-,-,-,-,-,-,a,-,k,a,-,-,-,-,-,-,-,-,-
malg1250,-,-,k,-,-,-,-,-,-,a,-,k,a,-,-,-,-,-,-,i,-,-
maje1243,-,-,k,-,-,-,-,-,-,a,-,k,a,-,-,-,-,-,-,-,-,-
bata1314,-,-,y,-,-,-,-,-,-,i,-,g,o,-,-,-,-,-,y,i,g,o
haus1257,-,-,k,-,-,-,-,-,-,a,a,k,a,-,-,-,-,-,-,-,-,-
