language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
nyim1251,-,-,q,-,-,u,-,-,t,-,l,-,-,-,-,-,-,-,-,-,i,m,u,n,a,q,u,r,s,i
dugw1239,-,-,m,-,-,3,-,-,t,a,L,-,-,-,-,i,-,d,-,-,3,b,-,-,a,-,-,-,-,-
mere1246,-,-,m,-,-,3,-,-,t,a,L,-,-,-,-,i,-,d,-,-,3,b,-,-,a,-,-,-,-,-
gemz1238,-,-,n,d,z,e,N,n,d,-,z,-,-,-,-,e,N,d,-,-,3,b,-,-,a,-,-,-,-,-
nort3047,y,i,n,-,y,i,n,n,-,-,g,-,-,-,-,i,-,d,-,-,u,b,-,-,a,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,L,a,L,-,a,r,t,a,-,d,-,-,3,b,-,-,a,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,-,z,e,l,-,-,-,z,e,l,d,-,-,o,w,-,-,o,n,-,-,-,-
gava1241,-,-,-,-,-,-,-,-,z,o,l,-,-,-,-,-,-,d,-,-,3,b,-,-,o,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,-,Z,e,l,-,-,-,-,-,-,d,-,-,a,w,-,-,a,N,-,-,-,-
kanu1281,-,-,k,-,-,a,-,-,-,-,r,-,e,-,-,-,-,r,-,-,e,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,i,-,-,-,-,L,-,3,-,-,e,n,g,-,-,u,n,-,-,-,-,-,-,-,-
mser1242,-,-,-,-,-,e,-,n,-,-,s,-,a,m,b,3,-,l,-,-,3,m,-,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,3,-,l,-,-,-,m,-,-,a,n,-,-,-,-
mpad1242,-,-,-,-,-,e,-,n,S,i,s,-,3,-,b,3,-,l,-,-,3,m,-,-,-,-,-,-,-,-
malg1250,-,-,m,-,-,a,-,-,-,-,s,-,e,-,b,3,-,l,-,-,3,m,-,-,-,-,-,-,-,-
maje1243,-,-,-,-,-,a,-,-,s,i,s,7,a,-,y,a,-,l,a,g,a,-,-,-,-,-,-,-,-,-
