language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
muya1243,-,b,-,-,i,-,z,-,i,-,-,-,-,-,N,-,-,-,-,-,-,-,-
vame1236,-,n,-,d,a,n,d,-,a,-,-,-,-,-,k,-,w,-,-,-,-,a,-
vame1236,-,-,-,-,a,b,l,-,a,-,-,-,-,-,g,-,w,-,-,-,-,a,-
dugw1239,-,w,-,-,u,r,l,-,a,-,-,-,-,-,-,-,w,-,-,-,-,a,k
mere1246,-,w,-,-,a,-,w,-,a,-,-,-,-,-,i,-,w,-,-,-,-,a,k
nort3047,-,z,-,-,a,-,n,-,a,-,-,-,-,-,-,-,w,-,-,-,-,-,-
cuvo1236,-,w,-,-,a,-,t,-,a,-,-,-,-,m,3,-,T,-,-,-,-,a,k
buwa1243,m,b,e,h,e,-,T,-,e,-,-,-,-,-,k,-,-,-,-,-,-,e,-
gava1241,-,-,-,h,o,-,T,-,e,-,-,-,-,-,k,-,-,-,-,-,-,o,-
mbed1242,m,b,u,h,e,t,S,-,3,-,-,-,-,-,k,-,-,-,-,-,-,-,-
kamw1239,-,m,-,-,3,-,l,-,3,-,-,-,-,-,g,-,w,-,-,-,-,3,-
lagw1237,-,g,-,-,u,-,l,i,e,-,-,-,-,u,f,-,-,-,-,-,-,u,-
mser1242,-,g,-,-,3,-,l,i,-,-,-,-,-,n,g,a,w,-,-,-,-,e,-
mpad1242,-,-,-,-,-,-,l,-,o,s,3,h,3,n,g,-,w,e,i,g,o,e,-
malg1250,-,w,-,-,u,-,l,i,a,d,3,d,3,l,g,-,-,-,-,-,-,e,-
maje1243,-,g,-,-,u,-,y,-,a,d,i,-,-,-,s,-,-,-,-,-,-,a,-
