language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
kamw1239,-,-,z,-,-,i,-,-,z,i,-,t,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
nyim1251,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,o,r,-,-,-,-,-,-,-,-
muya1243,-,-,s,-,-,-,-,3,r,-,-,-,-,-,-,-,k,-,i,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,h,-,-,u,b,a,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,h,-,-,u,b,a,L,a,-,k,a,a,-,-,k,-,a,-,-,-,-,-,-,-,-,-
vame1236,-,-,L,-,-,e,s,-,l,3,-,-,p,3,n,N,g,-,a,-,-,-,-,-,-,-,-,-
dugw1239,m,3,s,-,-,3,-,-,r,e,y,f,-,a,-,-,h,-,a,N,-,-,-,-,-,-,-,-
mere1246,-,d,z,-,-,a,-,-,l,a,-,k,-,a,-,-,w,-,a,y,-,-,w,e,t,e,t,e
gemz1238,m,e,m,-,-,e,-,-,d,i,-,-,-,a,-,-,g,-,3,r,-,-,-,-,-,-,-,-
mbuk1243,-,-,g,-,-,3,-,-,d,e,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort3047,-,-,w,-,-,u,-,-,l,-,-,k,-,a,-,-,g,w,a,f,-,-,-,-,-,-,-,-
cuvo1236,-,-,w,-,-,u,-,-,l,a,-,k,-,a,-,-,k,-,a,-,-,-,-,-,-,-,-,-
buwa1243,-,-,s,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,Z,i,n,o,-,-,d,e,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,w,-,-,u,-,-,l,3,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,s,-,-,u,-,-,n,-,-,k,-,a,-,-,-,-,a,z,e,g,w,-,-,-,-,e
mser1242,-,-,-,-,-,-,-,-,l,a,-,k,-,a,-,-,k,-,o,y,-,-,-,-,-,-,-,3
afad1236,-,-,-,-,-,-,-,-,d,e,-,g,-,o,-,-,k,-,o,h,-,-,-,-,-,-,-,e
mpad1242,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,k,-,o,h,-,-,-,-,-,-,-,e
mpad1242,-,-,-,-,-,-,-,-,l,a,-,g,-,o,-,-,k,-,o,h,-,-,-,-,-,-,-,e
malg1250,-,-,-,-,-,-,-,-,-,-,-,f,-,a,-,-,k,-,a,r,-,-,-,-,-,-,-,-
bata1314,-,-,-,-,-,-,-,-,d,e,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-
