language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
molo1266,-,-,-,-,-,-,m,a,n,d,-,3,r,-,3,z,-,o,y,-
molo1266,-,-,-,-,-,-,m,3,-,z,-,3,r,-,-,-,-,o,b,-
muya1243,-,-,-,-,-,-,v,-,-,-,-,i,r,z,e,z,-,e,y,-
wuzl1236,-,-,-,-,-,-,m,3,m,b,-,i,l,w,i,w,-,i,z,-
wuzl1236,-,-,-,-,-,-,m,a,n,d,-,a,l,-,-,-,-,a,N,-
vame1236,-,-,-,-,-,-,z,a,-,d,-,a,r,-,-,-,-,a,-,-
dugw1239,-,-,-,-,-,-,m,a,n,d,-,u,r,-,-,z,-,a,y,-
mere1246,-,-,-,-,-,-,b,3,-,d,-,i,-,-,-,z,-,a,y,-
nort3047,-,-,-,-,-,-,m,o,-,d,-,o,-,-,-,d,-,o,l,-
mbuk1243,-,-,-,-,-,-,m,a,-,p,-,u,r,-,-,z,-,o,y,-
cuvo1236,-,-,-,-,-,-,v,e,-,d,t,a,-,-,-,z,-,a,y,-
mofu1248,-,-,-,-,-,-,m,e,-,y,v,3,r,-,-,z,-,a,y,-
buwa1243,-,u,l,-,e,y,m,o,n,y,-,3,r,-,-,-,-,o,f,-
gava1241,w,3,l,-,-,-,m,o,-,z,-,-,r,-,-,-,-,3,f,-
mbed1242,-,-,d,Z,i,b,m,a,d,z,-,a,r,-,-,-,-,a,f,-
kamw1239,-,-,-,k,-,-,w,a,-,k,-,u,n,-,-,-,-,o,-,-
lagw1237,-,-,-,-,-,-,m,-,-,-,-,3,r,-,-,n,-,i,-,-
mser1242,-,-,-,-,-,-,b,-,-,-,-,3,l,-,-,g,w,i,-,-
afad1236,-,-,-,-,-,-,m,-,-,-,-,3,-,-,-,n,-,i,-,-
mpad1242,-,-,-,-,-,-,m,-,-,d,-,3,-,-,-,b,-,u,-,-
malg1250,-,-,-,-,-,-,m,-,-,-,-,u,s,-,-,k,-,u,-,-
maje1243,-,-,-,-,-,-,v,-,-,-,-,u,g,-,u,n,-,e,-,-
mbar1260,-,-,-,-,-,-,g,-,-,-,-,u,l,-,-,-,-,u,t,-
sout3051,-,-,-,-,-,-,m,o,-,z,-,o,r,-,-,-,-,o,b,o
