language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
dugw1239,b,-,3,l,-,-,-,-,-,-,-,a,y,-,-
mere1246,-,-,-,g,-,-,-,-,-,-,-,o,y,a,m
nort3047,m,-,3,z,-,-,-,-,-,-,-,a,w,-,-
mbuk1243,b,-,3,l,-,-,-,-,-,-,-,a,y,-,-
cuvo1236,w,-,a,y,-,-,-,-,-,-,-,a,m,-,-
buwa1243,-,-,-,l,-,o,b,E,t,S,y,o,m,-,-
gava1241,m,t,i,l,m,o,-,-,d,-,-,o,g,o,l
mbed1242,-,-,-,l,-,-,-,-,-,-,-,a,k,o,t
lagw1237,m,-,a,l,-,-,-,-,-,-,i,a,-,-,-
mser1242,m,-,a,l,-,-,-,-,-,-,i,a,-,-,-
mpad1242,m,-,a,l,-,-,-,-,-,-,i,a,-,-,-
malg1250,m,-,a,l,-,-,-,-,-,-,i,a,-,-,-
maje1243,-,-,u,r,-,-,-,-,-,-,e,-,-,-,-
chad1249,b,-,a,h,-,-,-,-,-,-,-,a,r,-,-
