language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
dugw1239,k,e,p,-,-,e,T,k,e,p,e,T,-,-,-
mere1246,k,3,z,-,-,e,-,w,e,w,e,-,-,-,-
nort3047,-,-,s,-,-,-,-,-,e,l,a,-,-,-,-
cuvo1236,h,e,v,-,-,e,r,h,e,v,e,r,-,-,-
buwa1243,-,-,T,-,-,e,r,-,-,T,e,r,-,-,-
gava1241,-,-,L,-,-,e,-,-,-,-,-,h,-,-,-
mbed1242,-,-,-,-,-,-,r,-,-,-,a,w,-,-,-
lagw1237,-,-,s,u,w,a,x,-,-,-,3,-,-,-,-
mser1242,-,-,d,o,w,-,d,-,-,-,o,w,-,-,-
afad1236,-,-,s,-,-,a,r,-,-,s,a,r,-,-,-
mpad1242,-,-,s,-,-,a,r,-,-,s,a,r,-,-,-
malg1250,-,-,s,-,-,a,r,-,-,s,a,r,s,3,n
