language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
muya1243,-,-,d,i,N,-,-,-,-,-,-,-,-
muya1243,-,-,y,o,g,-,o,b,-,-,o,-,y
muya1243,-,-,d,i,N,-,-,-,-,-,-,-,-
dugw1239,m,3,y,u,h,-,o,b,-,-,e,-,y
nort3047,-,-,y,u,g,-,u,b,-,-,a,-,-
mbuk1243,-,-,y,3,y,-,o,b,-,-,-,-,-
mbuk1243,-,-,y,u,h,-,o,p,-,-,-,-,-
mbuk1243,-,-,d,-,-,-,a,-,-,-,-,-,-
cuvo1236,-,-,T,3,h,w,a,b,-,-,a,-,-
buwa1243,-,-,T,u,g,w,o,b,-,-,-,-,-
gava1241,-,-,l,-,-,-,3,b,-,-,-,-,-
mbed1242,-,-,L,-,r,-,3,b,-,-,-,-,-
kamw1239,-,-,l,-,-,-,3,b,-,-,i,S,i
mser1242,-,-,d,a,g,-,-,-,-,-,e,-,-
mpad1242,-,-,d,a,g,-,o,h,-,-,e,-,-
malg1250,-,-,L,e,g,-,-,b,-,l,a,-,-
bata1314,-,-,r,u,-,-,-,b,-,-,-,-,-
chad1249,-,-,-,-,-,-,-,b,a,l,a,-,-
