language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
kamw1239,-,L,-,-,-,-,-,-,-,-,-,-,-,-,3,-,r,-,-,-,-,a,-
nyim1251,-,Z,a,-,-,-,-,-,n,-,-,-,g,-,a,-,Z,a,-,n,g,a,-
molo1266,-,m,a,-,-,-,-,-,r,-,-,-,y,-,a,-,y,a,-,n,-,-,-
muya1243,-,m,o,-,-,-,-,-,-,-,-,-,v,-,3,-,y,o,-,N,-,-,-
wuzl1236,-,g,a,-,-,-,-,-,-,-,-,-,g,-,a,-,L,3,r,N,-,a,-
vame1236,t,s,a,-,-,-,-,-,-,-,-,-,k,w,a,-,l,-,-,-,-,a,y
vame1236,-,g,a,-,-,-,-,-,-,-,-,-,g,-,a,-,L,3,r,N,-,a,-
dugw1239,-,m,a,-,-,-,-,-,r,-,-,-,y,-,a,-,y,a,-,N,-,-,-
mere1246,-,m,a,-,-,h,3,-,r,d,-,-,z,-,3,d,z,a,-,N,-,-,-
gemz1238,-,m,a,-,-,h,3,-,r,d,-,-,z,-,a,-,l,a,-,N,-,-,-
nort3047,-,m,o,-,-,-,-,-,r,-,-,-,y,-,-,-,-,o,-,n,-,-,-
cuvo1236,-,m,a,-,-,h,a,-,r,-,-,-,L,-,-,-,-,a,-,k,-,-,-
buwa1243,-,T,o,-,-,-,-,-,r,-,-,-,g,-,o,-,L,-,-,-,-,-,-
gava1241,-,L,e,-,-,-,L,-,r,-,-,-,-,-,e,-,N,-,-,-,-,-,-
mbed1242,-,m,o,-,-,h,u,-,r,d,Z,o,k,-,o,-,l,o,-,m,-,-,-
mofu1248,-,m,a,-,-,h,u,-,r,-,y,a,g,w,a,-,l,a,-,m,-,-,-
lagw1237,-,t,a,-,-,g,a,-,l,-,-,-,g,-,a,-,s,3,-,-,-,-,-
afad1236,-,m,a,n,i,m,a,g,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-
mpad1242,-,g,3,-,-,-,-,-,r,-,-,-,f,-,-,-,-,e,-,-,-,-,-
marg1265,-,m,3,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,-,-
marg1266,g,w,a,-,-,-,-,-,n,-,-,-,g,-,-,-,w,3,-,n,g,-,-
bata1314,-,h,3,-,-,-,-,-,r,-,-,a,k,-,-,-,t,o,-,-,-,-,-
