language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
molo1266,-,-,-,-,-,-,-,-,m,-,e,-,t,-,-,e,l,-,e,N,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,3,f,k,a,S,u,w,a
dugw1239,-,-,-,-,-,-,-,-,b,-,3,-,z,-,-,-,-,-,a,y,-,-,-,-,-,-
mere1246,-,-,-,t,a,k,w,i,b,-,3,-,z,-,-,-,-,-,a,y,-,-,-,-,-,-
nort3047,-,-,-,-,-,-,-,-,v,-,u,r,z,-,-,-,-,-,a,y,-,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,r,-,-,-,-,-,-
buwa1243,-,u,-,d,o,l,-,-,m,-,o,n,y,-,-,3,r,-,o,f,-,-,-,-,-,-
gava1241,w,3,-,d,o,-,-,-,m,-,o,-,z,-,-,-,r,-,3,f,-,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,-,m,-,a,d,z,-,-,a,r,-,a,f,-,-,-,-,-,-
bald1241,-,-,-,-,-,k,-,-,w,-,i,-,y,-,-,-,-,-,E,7,-,-,-,-,-,-
kamw1239,-,-,-,d,a,-,-,-,f,-,a,-,r,a,z,i,v,w,o,-,-,-,-,-,-,-
suku1272,-,-,-,d,a,-,-,-,f,m,u,n,d,-,-,-,-,-,a,-,-,-,-,-,-,-
lagw1237,-,-,-,m,-,-,-,-,-,p,3,l,s,-,-,-,-,-,3,n,-,-,-,i,-,-
mser1242,-,-,-,t,a,-,-,-,k,w,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-
afad1236,-,-,-,d,3,-,-,-,b,-,3,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-
mpad1242,m,-,-,d,3,-,-,-,g,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
mpad1242,m,-,-,d,u,-,-,-,g,-,u,-,s,-,-,-,-,-,u,-,-,-,-,-,-,-
malg1250,-,-,-,d,a,-,-,-,g,-,-,-,b,-,-,-,-,-,e,-,-,-,-,-,-,-
masl1241,m,-,-,d,3,-,-,-,g,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
budu1265,k,3,a,d,u,-,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
maje1243,-,-,-,v,u,-,-,-,g,-,u,n,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mbar1260,p,-,-,l,-,-,-,-,-,-,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,-,-,-,t,a,-,-,-,f,-,a,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-
