language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
muya1243,m,-,-,3,s,u,-,-,f,-,-,-,-,-
vame1236,-,-,-,-,S,i,d,e,f,-,-,d,a,y
dugw1239,m,-,-,3,s,-,-,-,f,-,-,r,e,y
mere1246,m,-,-,3,s,3,-,-,f,-,3,r,e,-
nort3047,-,-,-,-,-,u,-,-,f,-,-,-,-,-
cuvo1236,L,-,-,e,L,e,-,-,b,-,-,-,-,-
buwa1243,-,-,-,-,s,3,-,-,f,-,o,n,-,-
mbed1242,t,-,-,-,S,e,-,-,h,k,3,n,3,p
kamw1239,m,-,-,-,-,-,-,-,k,-,-,y,e,-
psik1239,m,-,-,-,-,-,-,-,-,-,-,p,i,-
lagw1237,v,-,-,i,S,i,-,-,-,-,-,-,-,-
mser1242,v,-,-,a,s,-,-,-,-,-,-,-,-,-
mpad1242,f,-,-,a,s,3,-,-,-,-,-,-,-,-
maje1243,y,u,d,3,s,3,-,-,m,-,-,d,e,-
chad1249,f,-,-,a,s,a,-,-,-,-,-,-,-,-
