language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
kamw1239,-,k,-,-,-,-,-,-,-,-,-,-,-,a,n,k,-,-,-,a,-,-,-
psik1239,-,k,-,-,-,-,-,-,-,-,-,-,-,a,N,k,-,-,-,a,-,-,-
suku1272,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,u,r,-,-
lama1288,-,f,-,-,-,-,-,-,-,-,-,-,-,i,-,g,-,w,-,i,-,-,-
nyim1251,-,y,-,-,-,-,-,-,-,-,-,-,-,e,-,k,-,u,Z,a,-,-,-
wuzl1236,-,w,-,u,-,-,-,-,-,t,s,-,-,-,-,k,-,-,-,a,r,-,-
vame1236,n,z,-,u,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,u,r,a,k
dugw1239,-,w,-,u,-,-,-,-,-,-,T,-,-,3,-,k,-,-,-,e,r,-,-
mere1246,-,m,-,a,-,-,-,-,n,d,z,-,-,e,-,k,-,w,-,e,r,-,-
gemz1238,-,k,-,3,l,a,m,e,n,d,z,-,-,e,-,k,-,w,-,e,r,-,-
mbuk1243,-,-,-,-,-,-,-,-,n,-,y,-,-,3,-,k,-,-,-,a,r,-,-
nort3047,-,k,-,3,-,-,-,-,-,-,T,-,-,i,-,k,-,-,-,a,r,-,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,s,i,y,a,-,k,-,-,-,-,w,-,-
buwa1243,-,g,-,o,-,-,m,-,-,-,t,-,-,o,-,k,-,-,-,-,-,-,-
gava1241,-,g,-,o,-,-,m,-,-,-,t,-,-,o,-,k,-,-,-,-,-,-,-
mbed1242,-,g,-,a,-,-,m,-,-,-,t,-,-,a,-,k,-,-,-,-,-,-,-
mofu1248,-,g,-,w,-,-,-,-,-,-,-,-,-,a,-,g,-,w,-,a,r,-,-
budu1265,-,k,-,u,-,-,-,-,-,-,3,-,-,-,-,g,-,w,-,i,-,-,-
kanu1281,-,k,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,i,-,-,-
lagw1237,-,k,-,u,-,-,-,-,-,-,s,-,-,-,-,k,-,-,-,u,-,-,-
mser1242,-,k,-,u,-,-,-,-,-,-,s,-,-,-,-,k,-,-,-,u,-,-,-
afad1236,-,b,-,3,-,-,-,-,-,-,s,-,-,a,-,b,-,-,-,o,-,-,-
mpad1242,-,b,-,a,-,-,-,-,-,-,s,-,-,-,-,k,-,-,-,u,-,-,-
malg1250,-,k,p,a,-,-,-,-,-,-,-,-,-,-,-,k,-,p,-,3,-,-,-
zina1234,-,T,-,a,-,-,-,-,-,-,-,-,-,-,-,k,a,r,-,a,-,-,-
maje1243,-,T,-,3,-,-,-,-,-,-,-,-,-,-,-,k,-,r,-,e,-,-,-
marg1266,-,-,-,-,-,-,-,-,-,-,t,-,-,e,-,k,-,-,-,a,-,-,-
mafa1239,-,w,-,a,-,-,-,-,-,-,T,-,-,a,-,k,-,-,-,-,-,-,-
gaan1243,-,t,-,-,-,-,-,-,-,-,S,-,-,e,m,s,-,-,-,a,-,-,-
