language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
dugw1239,-,-,p,3,-,l,a,n,g,o,d,d,3,b,-,a,-
mere1246,-,-,p,a,-,L,a,N,g,-,-,-,-,w,-,a,d
mere1246,-,-,s,3,-,s,a,-,-,-,-,-,-,p,-,a,y
nort3047,-,-,L,a,-,L,a,-,-,-,-,-,-,p,-,a,y
cuvo1236,k,a,k,a,-,l,a,-,-,-,-,-,-,f,-,-,-
buwa1243,-,-,s,o,-,s,o,-,-,-,-,-,-,b,-,o,y
gava1241,-,-,-,o,-,l,e,-,-,-,-,-,-,f,-,-,-
mbed1242,-,-,s,3,-,s,a,-,-,-,-,-,-,p,-,a,y
lagw1237,-,-,l,i,-,-,e,-,-,-,-,-,-,-,-,-,-
mser1242,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,r
afad1236,-,-,l,e,-,l,e,-,-,-,-,-,-,-,-,-,-
mpad1242,-,-,l,e,-,l,e,-,-,-,-,-,-,-,-,-,-
malg1250,-,-,l,e,-,l,e,-,-,-,-,-,-,-,-,-,-
hwan1240,-,-,b,a,r,d,3,-,-,-,-,-,-,f,r,a,-
