language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
dugw1239,-,-,L,a,m,-,b,-,a,-,-,L,-,a,m,-,b,a,-,-,-
mere1246,-,-,z,3,-,-,b,-,a,-,-,t,z,3,-,-,b,a,t,-,-
nort3047,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,a,r,-,-
cuvo1236,m,a,g,a,m,s,l,-,a,-,-,k,g,a,m,s,l,a,k,-,-
buwa1243,v,e,y,e,-,-,d,v,e,-,-,y,-,-,-,-,-,e,d,-,-
gava1241,-,-,l,e,-,-,d,-,e,N,o,l,-,-,-,-,-,e,d,e,N
mbed1242,-,-,n,a,-,-,v,-,i,-,-,d,-,-,-,-,-,i,d,-,-
lagw1237,-,-,k,a,-,-,t,-,-,-,-,r,-,a,-,-,p,u,-,-,-
mser1242,-,-,z,3,-,-,-,-,-,-,-,r,-,3,-,-,-,-,-,-,-
mpad1242,-,-,S,i,-,-,-,-,-,-,-,r,g,3,-,-,-,-,-,-,-
malg1250,y,a,L,3,-,-,-,-,-,-,-,r,g,3,-,-,-,-,-,-,-
chad1249,-,a,x,a,-,-,-,-,-,-,-,d,-,-,-,-,-,a,r,-,-
