language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
wuzl1236,-,-,w,a,r,-,-,a,-,-,-,-,-,-,-
dugw1239,-,-,m,3,d,-,-,a,y,-,-,-,-,a,w
nort3047,-,-,-,-,s,-,-,a,w,-,-,-,-,a,-
mbuk1243,-,-,n,-,-,-,-,a,y,-,-,-,-,-,-
mbuk1243,-,-,n,-,g,-,-,a,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,d,-,-,e,k,-,-,-,-,e,y
buwa1243,-,-,n,-,d,-,-,o,-,-,-,-,-,-,-
gava1241,-,-,n,-,d,-,-,o,-,-,-,-,-,-,-
mbed1242,k,3,n,-,d,a,h,a,-,-,-,-,-,-,-
bald1241,-,-,-,-,s,-,-,a,w,-,-,-,g,a,-
kamw1239,-,-,n,-,d,-,-,o,-,-,-,-,-,-,-
psik1239,-,-,-,-,s,-,-,3,-,-,-,-,-,-,-
lama1288,-,-,-,-,s,-,-,a,-,-,-,-,-,-,-
lagw1237,-,-,-,-,l,-,-,o,w,-,-,-,-,u,n
mser1242,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-
afad1236,-,-,-,-,l,-,-,u,-,-,-,-,-,-,n
mpad1242,-,-,-,-,l,-,-,u,-,-,-,-,-,-,-
malg1250,-,-,-,-,l,-,-,u,w,-,-,-,-,u,n
budu1265,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
mbar1260,-,-,-,-,w,-,-,o,-,-,-,-,-,-,-
mbar1260,-,-,-,-,T,-,-,o,-,-,-,-,-,-,-
marg1266,-,-,S,i,l,-,-,i,-,-,-,-,-,-,-
bata1314,-,-,-,-,S,-,-,i,-,-,-,-,-,-,-
gaan1243,-,-,-,-,b,-,-,o,-,-,-,-,-,-,-
dghw1239,-,-,-,-,s,-,-,3,g,i,s,3,g,e,-
