language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
muya1243,-,e,-,-,-,-,-,-,w,-,-,e,-,d,-,-,-,-,-,i,-,-,-,k,-,-,-
muya1243,-,e,-,-,-,-,-,-,w,-,-,e,-,d,-,-,-,-,-,i,-,-,-,k,-,-,-
wuzl1236,-,a,-,-,-,-,-,-,w,-,-,e,-,d,-,-,-,-,-,i,-,-,-,y,-,-,a
vame1236,m,a,k,w,e,r,e,k,w,-,-,e,n,d,-,-,-,-,-,e,-,-,-,k,-,-,w
dugw1239,-,a,h,-,-,-,-,-,w,-,-,e,-,d,-,-,-,-,-,e,-,-,-,k,-,-,-
mere1246,-,-,-,-,-,-,-,-,g,-,-,u,-,d,-,-,-,-,-,e,-,-,-,h,-,-,-
mere1246,-,-,-,-,-,-,-,-,g,-,-,u,-,d,-,-,-,-,-,e,-,-,-,h,-,-,-
buwa1243,-,-,-,-,-,-,-,-,d,-,-,o,-,z,-,-,-,-,-,o,-,-,-,k,-,-,w
gava1241,-,-,-,-,-,-,-,-,d,-,-,o,-,z,-,-,-,-,-,3,-,-,-,-,-,-,-
kamw1239,-,-,-,-,-,-,-,-,g,-,-,u,n,d,-,-,-,-,-,i,-,-,-,-,-,-,-
lagw1237,m,3,s,-,-,-,-,-,7,-,-,e,-,n,-,-,-,-,-,i,-,-,-,-,-,-,-
mser1242,n,-,s,-,-,-,-,-,7,-,-,e,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-,-,-,i,y,a,n,g,-,-,a
mpad1242,m,-,s,-,-,-,-,-,7,e,g,o,-,r,-,-,-,-,-,-,-,-,-,k,o,r,-
mpad1242,-,-,-,-,-,-,-,-,-,-,g,o,-,y,-,-,-,-,-,-,-,o,-,g,o,y,o
malg1250,m,-,s,-,-,-,-,-,7,-,-,e,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-
mbar1260,-,-,-,-,-,-,-,-,7,-,-,a,-,r,b,a,t,e,t,e,-,-,-,-,-,-,-
