language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kamw1239,-,-,-,-,-,b,-,-,-,-,-,a,k,3,o
psik1239,-,-,-,-,-,b,-,-,-,-,-,a,k,-,-
suku1272,-,-,-,-,-,b,-,-,-,-,-,a,k,-,-
lama1288,-,-,-,-,-,x,-,-,-,e,s,a,-,-,-
lama1288,-,-,-,-,-,x,-,-,-,e,s,a,-,-,-
molo1266,-,-,-,-,-,T,-,-,-,-,-,e,w,-,-
muya1243,-,-,-,-,-,T,-,-,-,i,T,3,-,-,-
muya1243,-,-,-,-,-,T,-,-,-,-,-,3,-,-,-
muya1243,-,-,-,-,-,T,-,-,-,-,-,3,-,-,-
muya1243,-,-,-,-,-,T,-,-,-,i,T,3,-,-,-
muya1243,-,-,-,-,-,T,-,-,-,-,-,3,-,-,-
wuzl1236,-,-,-,-,-,t,-,-,s,i,y,o,-,-,-
wuzl1236,-,-,-,-,-,t,-,-,s,i,y,o,-,-,-
wuzl1236,b,3,r,e,-,t,-,-,s,i,y,o,-,-,-
wuzl1236,b,3,r,e,-,t,-,-,s,i,y,o,-,-,-
vame1236,-,-,-,-,-,T,-,-,-,-,-,a,w,-,-
gemz1238,-,-,-,-,-,s,-,-,-,u,r,a,-,-,-
gemz1238,-,-,-,-,-,s,-,-,-,u,l,o,-,-,-
mbuk1243,-,-,-,-,-,T,-,-,-,-,-,e,w,-,-
mofu1248,-,-,-,-,-,T,-,-,-,-,-,3,-,-,-
mofu1248,-,-,-,-,-,T,-,-,-,-,-,e,w,-,-
bald1241,-,-,-,-,-,t,-,-,-,i,-,a,w,-,-
mbar1260,-,-,-,-,-,m,-,-,-,-,-,o,k,-,-
mpad1242,-,-,-,a,n,s,-,-,-,-,-,i,-,-,-
marg1266,m,-,-,-,-,b,3,t,h,-,l,u,-,-,-
marg1266,-,-,-,-,-,m,3,t,h,-,l,u,-,-,-
bata1314,-,-,-,-,-,k,-,-,p,-,y,a,q,-,-
dghw1239,m,-,-,i,-,T,-,-,-,-,-,e,-,-,-
gaan1243,-,-,-,-,-,s,-,-,-,3,r,i,-,-,-
