language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
dugw1239,n,-,d,a,m,s,-,-,i,-,-,-,d,a,-,-,-,-,-,m,-,-
mere1246,n,-,d,o,i,s,-,-,i,-,-,-,d,e,-,-,-,-,-,m,-,-
nort3047,m,-,-,u,m,b,-,-,u,-,-,-,l,a,-,-,-,-,-,v,o,-
cuvo1236,m,-,-,a,m,b,-,l,a,-,-,n,d,a,-,-,-,-,-,-,-,-
buwa1243,m,-,-,o,-,-,-,l,o,m,e,n,y,e,-,-,-,-,-,v,e,k
gava1241,m,-,-,o,m,b,3,l,o,-,-,-,l,o,-,-,-,-,-,-,-,-
mbed1242,m,-,-,3,m,b,3,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,b,-,-,3,-,-,-,l,a,e,m,u,-,g,u,-,n
mser1242,-,-,-,-,-,b,-,-,3,-,-,-,r,-,-,k,u,r,g,u,-,n
afad1236,m,e,s,3,-,p,-,-,3,-,-,-,r,-,-,-,-,-,-,p,3,n
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,g,a,-,-,-,-,-,w,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,g,a,-,-,-,-,-,w,-,-
maje1243,-,-,-,-,-,-,-,-,-,-,-,-,g,a,-,-,-,-,-,w,-,-
chad1249,-,-,-,-,-,-,-,-,-,-,-,-,g,a,-,-,-,-,-,w,-,-
