language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
molo1266,-,-,d,-,-,-,-,-,-,3,-,-,-,b,3,n,a,y,-,-,-,-
wuzl1236,-,-,t,-,-,-,s,-,-,a,-,-,-,g,-,-,o,-,-,-,-,-
vame1236,-,-,w,-,-,-,-,-,-,a,-,-,-,w,-,-,a,-,-,-,-,-
dugw1239,-,-,m,-,-,3,t,-,-,e,-,-,-,k,-,-,e,y,-,-,-,-
mere1246,-,-,t,-,-,3,t,-,-,3,-,-,-,k,w,-,a,y,-,-,-,-
nort3047,-,-,d,u,b,u,n,-,-,a,-,-,-,g,w,-,a,t,-,-,-,-
mbuk1243,-,-,t,-,-,3,t,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-
cuvo1236,-,-,s,-,-,a,s,a,r,3,-,-,-,k,-,-,a,-,-,-,-,-
buwa1243,-,-,s,o,s,3,r,-,-,o,-,-,-,k,-,-,-,-,-,-,-,-
gava1241,-,-,d,-,-,-,r,-,-,o,-,-,-,k,-,-,w,-,-,-,-,-
mbed1242,-,-,s,-,-,3,r,-,-,3,-,-,-,k,-,-,u,-,-,-,-,-
kamw1239,-,-,t,-,-,-,-,-,-,3,-,-,-,h,-,-,o,-,-,-,-,-
lagw1237,-,-,s,-,-,-,-,-,-,3,p,u,n,h,-,-,e,-,-,-,-,-
mser1242,n,k,7,-,-,-,-,-,-,o,k,a,-,h,-,-,e,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,e,-,-,-,-,-
mpad1242,n,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,e,y,-,-,-,-
malg1250,n,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,e,d,3,w,u,n
budu1265,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,3,y,-,-,-,-
bata1314,-,-,d,-,-,-,-,-,-,e,-,-,-,g,-,-,3,n,-,-,-,-
