language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,k,w,-,a,-,-,-,-,w,u,n,-,t,3,v,-,-,-,-,-,-,-,-,i,-
nyim1251,f,u,d,a,-,-,-,-,-,-,n,-,-,-,g,u,-,-,-,-,r,-,-,i,-
molo1266,-,-,k,a,-,f,a,t,-,e,n,-,-,-,-,-,-,-,-,-,-,-,-,e,n
vame1236,-,-,z,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dugw1239,-,-,k,3,-,m,-,-,-,a,n,a,y,-,k,e,m,a,n,a,y,b,a,y,-
mere1246,p,a,t,-,-,m,-,-,-,e,-,-,-,-,k,e,-,-,-,-,l,-,-,i,N
gemz1238,-,i,t,3,-,v,-,g,-,i,N,-,-,-,g,e,-,-,-,-,d,-,t,i,-
nort3047,d,u,d,u,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
cuvo1236,p,-,s,-,-,-,-,-,-,e,N,-,-,-,g,e,-,-,-,-,d,-,-,e,y
buwa1243,-,-,-,a,-,v,a,x,m,E,n,-,-,-,-,-,-,-,-,-,d,-,-,E,-
buwa1243,-,o,t,o,-,v,o,x,w,E,n,-,-,-,-,-,-,-,-,-,d,-,-,E,-
mbed1242,-,-,-,a,-,p,i,s,w,i,n,-,-,-,-,-,-,-,-,-,d,-,-,e,-
lagw1237,-,-,s,3,n,s,-,-,-,a,-,-,-,-,k,a,-,-,-,-,-,-,-,-,-
mser1242,-,-,b,a,-,r,-,-,-,-,-,-,-,-,b,a,-,-,-,-,r,-,-,-,-
mpad1242,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-
malg1250,-,-,s,3,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
