language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
muya1243,-,o,-,-,l,-,-,g,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
wuzl1236,-,a,-,-,l,-,-,g,-,a,-,d,a,m,-,a,-,-,-,-,-,-,-
vame1236,-,-,-,-,d,e,m,d,-,e,-,m,e,m,-,a,-,-,-,-,-,-,-
vame1236,-,a,-,-,l,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
dugw1239,-,-,-,-,z,3,-,g,-,-,-,d,-,-,-,a,-,w,-,-,-,-,-
mere1246,m,3,h,e,y,e,-,g,-,a,r,t,-,-,-,a,m,b,3,r,z,3,m
nort3047,-,-,-,-,z,i,-,g,w,i,-,d,-,-,-,a,-,w,-,-,-,-,-
cuvo1236,m,3,-,-,y,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,s,-,-
kamw1239,v,u,-,-,z,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,-,m,-,-,-,-,i,x,k,a,-,n,-,-,-,-,-
mser1242,-,-,-,-,-,u,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mpad1242,-,a,-,-,l,3,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
malg1250,-,-,-,-,L,a,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
chad1249,x,a,-,-,l,i,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
