language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
molo1266,-,-,-,-,-,-,-,k,3,m,e,y,e,-,-,-,-,-,-
dugw1239,z,a,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mere1246,p,e,t,e,-,-,-,k,-,-,-,-,e,d,-,-,-,-,-
nort3047,z,a,n,a,n,g,i,k,-,-,-,-,e,-,-,-,-,-,-
mbuk1243,z,a,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cuvo1236,-,-,r,3,-,-,-,k,-,-,-,w,a,t,-,-,-,-,-
cuvo1236,-,a,r,-,-,-,-,k,-,-,-,w,a,t,-,-,-,-,-
mofu1248,z,a,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,r,3,-,-,-,-,-,k,-,-,-,-,u,t,-,-,-,-,-
lagw1237,p,3,t,-,-,-,-,k,-,-,-,-,3,-,-,-,n,-,-
mser1242,-,-,-,-,-,-,-,k,-,-,-,-,a,s,-,u,m,u,-
afad1236,-,-,-,-,-,-,-,k,-,-,-,-,a,s,7,u,m,u,-
mpad1242,-,-,-,-,-,-,-,k,-,-,-,-,a,s,-,u,m,u,-
malg1250,b,3,r,-,-,-,-,k,-,-,-,-,3,-,-,-,-,-,-
budu1265,-,-,-,-,-,-,-,k,-,-,-,-,a,y,-,i,m,u,3
mbar1260,b,o,d,o,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-
mbar1260,b,o,d,o,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-
chad1249,-,-,-,-,-,-,-,k,i,s,-,w,e,-,-,-,-,-,-
