language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
dugw1239,-,-,-,k,-,-,-,-,w,-,-,-,o,-,s,-,-,-,-,-,-,a,-
mere1246,-,-,-,k,-,-,-,-,w,-,-,-,a,-,s,-,-,-,-,-,-,a,y
nort3047,-,-,-,g,-,-,-,-,w,-,-,-,a,-,s,n,g,e,d,3,b,a,-
cuvo1236,-,-,-,-,-,-,-,-,m,-,-,-,e,n,d,-,-,e,n,-,-,e,y
buwa1243,-,-,N,g,-,o,r,-,w,-,-,-,o,-,l,-,-,-,-,-,-,o,-
gava1241,m,o,N,g,-,3,r,-,w,-,-,-,o,-,l,-,-,-,-,-,-,o,-
mbed1242,m,3,N,g,-,3,r,-,w,-,-,-,a,-,l,-,-,-,-,-,-,a,-
kamw1239,m,-,-,-,-,a,r,-,-,-,-,-,3,-,t,-,-,-,-,-,-,3,-
lagw1237,-,-,-,g,-,3,n,-,-,w,-,-,i,-,y,-,-,-,-,-,-,e,-
mser1242,-,-,-,g,-,3,r,3,m,t,-,-,3,-,s,-,-,-,-,-,-,u,-
afad1236,-,-,-,k,-,e,y,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,-
mpad1242,-,-,-,k,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,-
malg1250,-,-,-,g,r,3,-,-,m,d,-,-,3,-,y,-,-,-,-,-,-,u,-
masl1241,-,-,-,k,-,e,i,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,-
maje1243,-,-,-,v,-,3,l,-,-,d,a,g,a,-,z,-,-,-,-,-,-,e,-
