language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
molo1266,-,-,-,-,-,-,-,l,3,-,h,-,-,e,-,-,-,-,-,-,-,-
muya1243,-,-,m,-,-,-,i,-,-,-,r,-,w,i,-,-,d,-,-,-,-,-
muya1243,-,-,n,-,-,-,-,d,u,-,r,-,-,o,-,-,d,-,-,-,-,-
muya1243,-,-,m,-,-,-,e,k,-,-,s,-,-,i,-,-,-,-,-,-,-,-
muya1243,-,-,m,-,-,-,e,k,e,k,r,-,-,i,-,-,-,-,-,-,-,-
vame1236,-,-,m,-,-,-,a,d,-,-,z,3,b,a,s,a,d,3,g,a,-,-
vame1236,-,-,m,-,-,-,a,d,-,-,z,3,b,a,-,-,-,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,-,-,-,h,-,w,a,-,-,f,-,-,-,-,-
mere1246,-,-,k,-,-,-,-,-,3,-,s,-,-,a,-,-,f,-,-,-,-,-
mere1246,-,-,w,a,w,a,i,g,3,r,d,-,-,a,-,-,f,-,-,-,-,-
nort3047,-,-,w,-,-,-,i,-,-,-,d,-,-,e,-,-,s,-,-,-,-,-
mbuk1243,-,-,v,-,-,-,-,-,a,-,s,-,-,a,-,-,y,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,k,-,-,i,-,-,b,-,-,e,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,s,-,-,a,-,-,f,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,d,3,m,a,-,-,-,-,-,-,-,-
gava1241,-,-,v,-,-,-,e,-,-,-,y,-,-,i,-,-,d,-,-,-,-,-
psik1239,g,a,m,-,-,-,-,-,-,-,-,-,b,a,-,-,-,-,-,-,-,-
mser1242,-,-,-,-,-,-,-,-,-,-,s,-,-,a,-,-,p,-,-,a,-,-
mpad1242,-,-,m,-,-,-,-,-,-,-,s,-,-,a,-,-,f,-,-,u,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,d,-,-,a,-,-,s,-,-,3,-,-
mbar1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,o,r,o
mbar1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,u,l,-
hwan1240,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,h,-,-,3,r,a
