language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kamw1239,k,-,a,-,-,y,a,-,-,-,-,k,-,-,w,-,-,-,a,r,-,-,-,a,-,-
nyim1251,y,-,e,-,-,y,e,n,-,-,-,g,-,-,u,-,-,-,-,l,-,-,-,e,n,g
molo1266,-,-,-,-,-,-,-,n,-,-,-,g,-,-,3,-,-,-,-,r,k,a,k,a,-,-
muya1243,-,-,e,-,-,d,i,N,-,m,o,r,o,m,o,-,-,-,-,r,-,-,-,o,-,-
wuzl1236,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,b,a,g,a,-,-
vame1236,-,-,-,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-,l,-,-,-,u,-,-
dugw1239,-,-,-,-,-,-,-,n,-,-,-,g,-,-,3,-,-,-,-,r,k,a,k,a,-,k
mere1246,b,-,a,m,b,-,a,m,-,-,3,g,-,-,3,-,-,s,e,d,-,3,d,e,-,w
gemz1238,-,-,-,-,-,-,-,-,-,-,-,z,-,-,3,-,-,-,-,l,-,-,-,e,-,m
nort3047,-,-,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,d,-,i,w,e,-,l
cuvo1236,T,-,e,-,g,T,e,-,-,-,-,g,-,-,e,-,-,-,-,r,-,-,-,e,-,k
buwa1243,-,-,-,-,-,-,-,m,E,m,E,d,-,-,-,-,-,-,-,-,Z,E,Z,E,-,k
gava1241,-,-,-,-,-,-,-,m,-,-,o,d,-,-,3,-,-,-,-,r,d,o,d,o,-,w
kanu1281,g,-,3,-,-,-,-,-,-,-,-,r,-,-,a,-,-,g,3,r,-,-,-,a,-,-
lagw1237,-,-,-,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,-,l,-,-,-,a,-,m
mser1242,-,-,-,-,-,-,-,n,-,-,-,k,-,w,a,-,-,-,-,r,-,-,-,o,-,-
afad1236,-,-,a,-,-,-,-,n,-,b,-,r,-,-,a,-,-,b,-,r,-,-,-,a,-,-
mpad1242,-,-,-,-,-,-,-,m,-,-,-,s,-,-,a,-,-,w,-,-,-,-,-,a,-,-
malg1250,g,b,a,-,-,-,-,-,-,-,-,r,-,-,a,n,g,b,a,r,-,-,-,a,-,-
masl1241,-,-,a,-,-,-,-,-,-,b,-,-,-,-,a,n,k,7,o,r,k,-,7,o,-,r
