language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
kamw1239,-,Z,-,i,-,w,i,d,z,o,-,-,-,-,-,-,-,-,-,-,-,-,-
nyim1251,-,d,y,i,-,g,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
molo1266,-,-,-,-,-,w,a,r,-,o,m,-,-,-,-,-,o,-,-,m,-,-,-
muya1243,-,-,-,-,-,-,-,-,-,o,m,-,-,-,-,-,u,-,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,-,-,a,m,-,-,-,-,-,a,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,-,-,a,m,-,-,-,-,-,3,-,-,m,a,k,-
dugw1239,n,d,-,a,m,y,-,-,-,a,m,-,-,-,-,-,a,-,-,m,-,-,-
mere1246,-,-,-,-,-,w,-,-,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-
gemz1238,-,-,-,-,-,-,-,-,-,a,m,-,-,-,-,-,a,-,-,m,-,-,-
gemz1238,-,-,-,-,-,-,-,-,-,-,m,-,b,u,r,o,a,w,o,m,-,-,-
gemz1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,w,o,m,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,u,m,-,-,-,-,-,a,-,-,m,-,-,-
nort3047,-,-,-,-,-,-,-,-,-,a,m,-,-,-,-,-,a,-,-,m,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,m,g,b,-,-,-,a,-,-,m,-,-,-
buwa1243,-,-,-,-,-,b,-,-,-,o,m,-,-,-,-,-,o,-,-,m,-,-,-
gava1241,-,-,-,-,-,-,-,-,-,o,m,-,-,-,-,-,o,-,-,m,-,-,-
mbed1242,-,-,-,-,-,b,-,-,-,3,b,-,-,-,-,-,a,-,-,m,-,-,-
mbar1260,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,m,o,y,-
lagw1237,-,-,-,-,-,-,-,-,-,i,m,-,-,-,-,-,a,-,-,n,-,-,-
mser1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,m,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,m,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,m,-,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,m,-,-,-
chad1249,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,h,a,l,e
