language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
kamw1239,n,-,d,-,a,-,-,r,-,a,k,3,-
psik1239,N,a,v,-,3,-,-,-,-,-,-,-,-
psik1239,n,-,t,-,a,-,-,-,-,-,-,-,-
psik1239,n,-,d,-,3,-,-,-,-,-,k,3,-
psik1239,-,-,v,-,3,-,-,-,-,-,-,-,-
lama1288,-,-,v,l,a,-,-,-,-,-,-,-,-
nyim1251,-,-,v,-,u,-,-,r,-,-,-,-,-
molo1266,-,-,v,-,a,-,-,l,-,-,-,-,-
muya1243,-,-,v,-,o,-,-,y,-,-,-,-,-
muya1243,-,-,b,-,o,-,-,y,-,-,-,-,-
wuzl1236,-,-,v,-,3,-,-,l,-,-,-,a,r
vame1236,-,-,v,-,3,-,-,r,-,-,-,a,-
vame1236,-,-,n,-,a,-,-,g,-,-,-,a,-
dugw1239,m,3,v,-,3,-,-,l,-,-,-,e,y
gemz1238,m,e,v,-,3,-,-,l,-,-,-,e,-
mbuk1243,-,-,v,-,a,-,-,r,-,-,-,-,-
nort3047,-,-,v,-,u,-,-,l,-,-,-,-,-
cuvo1236,-,-,v,-,a,-,-,-,-,-,-,-,-
buwa1243,-,-,v,-,o,-,-,l,-,-,-,-,-
gava1241,-,-,p,-,o,-,-,-,-,-,-,-,-
gava1241,-,-,v,-,3,-,-,l,-,-,-,-,-
mbed1242,-,-,v,-,3,-,-,l,-,-,-,-,-
bald1241,-,-,v,-,i,-,-,l,-,-,-,i,7
mbar1260,-,-,h,-,a,-,-,l,-,-,-,-,-
budu1265,-,-,-,-,u,-,-,-,-,-,-,-,-
lagw1237,-,-,v,-,a,w,u,n,-,-,-,-,-
mser1242,-,-,v,-,o,-,-,-,-,-,-,-,-
afad1236,-,-,f,-,i,-,-,-,-,-,-,-,-
mpad1242,-,-,f,-,i,-,-,-,-,-,-,-,-
malg1250,-,-,f,-,i,-,-,d,-,-,-,3,-
zina1234,-,-,v,-,a,-,-,l,-,-,-,a,-
bata1314,-,-,v,-,3,-,-,-,-,-,-,-,-
dghw1239,-,-,b,-,i,-,-,r,b,3,g,e,-
