language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
kamw1239,m,k,y,3,g,w,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
nyim1251,m,-,-,-,-,-,-,-,-,-,a,-,-,-,s,-,-,-,-,-,-,-,-,-
molo1266,m,-,-,-,-,b,-,-,-,-,e,-,-,-,s,-,-,-,-,-,-,-,e,n
wuzl1236,m,-,-,3,-,p,3,r,o,m,i,-,-,-,y,-,-,-,-,-,-,-,o,-
dugw1239,m,-,-,-,-,-,-,-,-,-,3,-,-,-,z,e,-,k,e,y,-,b,a,-
mere1246,z,-,-,-,-,-,-,-,-,-,3,-,-,-,z,3,-,k,-,w,-,b,o,-
gemz1238,m,-,-,-,-,-,-,-,-,-,e,-,-,-,z,u,-,k,-,w,a,b,a,-
mbuk1243,z,-,-,-,-,-,-,-,-,-,3,-,-,-,z,e,-,k,-,-,-,-,-,-
nort3047,m,-,-,-,-,-,-,-,-,-,u,-,-,-,s,-,-,k,-,-,a,v,o,-
cuvo1236,s,-,-,-,-,-,-,-,-,-,a,-,-,-,s,a,-,k,-,-,-,v,a,w
buwa1243,z,-,-,-,-,-,-,-,-,-,o,-,-,-,z,o,-,k,-,-,-,-,-,-
gava1241,n,-,-,-,-,-,-,-,-,-,3,-,-,-,p,-,-,-,-,-,-,-,-,-
mbed1242,y,-,-,-,-,-,-,-,-,-,i,-,-,-,p,-,-,-,-,-,-,-,-,-
lagw1237,d,-,-,-,-,-,-,-,-,-,e,-,-,l,z,3,l,g,-,-,-,-,e,-
mser1242,l,-,-,-,-,-,-,-,-,-,e,-,-,l,b,-,-,-,-,-,-,-,e,-
afad1236,l,-,-,-,-,-,-,-,-,-,a,g,3,r,s,-,l,-,-,-,-,-,i,-
mpad1242,l,-,-,-,-,-,-,-,-,-,a,g,3,r,S,-,-,-,-,-,-,-,i,-
mpad1242,d,-,-,-,-,-,-,-,-,-,a,-,-,n,h,-,-,-,-,-,-,-,e,-
malg1250,l,-,-,e,-,-,-,d,-,-,3,g,3,r,s,-,l,-,-,-,-,-,a,n
bata1314,p,-,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,a,-
