language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
molo1266,-,-,m,-,a,-,t,-,-,-
muya1243,-,-,m,-,3,-,t,-,-,-
wuzl1236,-,-,m,-,3,-,t,-,-,-
vame1236,-,-,m,-,3,-,t,s,a,-
dugw1239,-,-,m,-,3,m,t,-,a,y
mere1246,-,-,m,-,3,-,t,-,-,-
nort3047,-,-,m,-,u,-,T,-,-,-
mbuk1243,-,-,p,-,3,-,L,-,a,y
mbuk1243,-,-,m,-,a,-,T,-,-,-
cuvo1236,-,-,m,-,3,-,T,-,a,-
mofu1248,-,-,m,-,3,-,T,-,-,-
buwa1243,-,-,m,-,o,-,T,-,-,-
gava1241,-,-,m,-,-,-,T,-,o,-
mbed1242,k,3,m,-,3,-,t,-,S,-
bald1241,-,-,m,-,u,i,T,-,-,-
kamw1239,-,-,m,-,-,-,t,-,o,-
psik1239,-,-,m,-,-,-,t,-,3,-
lama1288,-,-,m,-,-,-,t,-,a,-
lagw1237,-,-,m,-,3,-,t,-,i,-
mser1242,-,-,m,-,a,-,t,-,o,-
afad1236,-,-,m,-,a,-,d,-,3,-
mpad1242,-,-,m,-,a,-,d,-,3,-
malg1250,-,-,m,-,a,-,d,-,i,-
budu1265,-,-,m,-,a,-,t,-,3,-
mbar1260,-,-,m,-,i,7,d,-,i,N
bata1314,-,-,m,b,3,-,r,-,-,-
chad1249,-,-,m,-,a,-,t,-,-,-
