language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
wuzl1236,-,k,w,a,-,-,-,-,-,-,-,k,-,-,-,w,-,i,-,g,a,r
dugw1239,-,m,-,3,-,-,-,-,-,-,-,t,-,-,a,L,-,i,-,g,a,r
mere1246,-,m,-,3,-,-,-,-,-,-,-,t,-,-,a,L,-,i,-,g,3,r
nort3047,-,k,-,o,-,-,-,-,-,-,-,k,-,-,o,l,-,e,-,-,-,L
mbuk1243,-,k,-,3,-,-,l,-,-,a,-,k,-,-,a,L,s,a,n,g,a,-
cuvo1236,-,L,-,a,-,-,L,-,-,a,r,t,-,-,a,y,-,a,N,-,-,-
buwa1243,-,k,-,e,-,-,r,N,g,e,L,t,o,b,o,-,-,-,-,h,o,-
gava1241,-,k,-,i,-,-,r,N,g,i,L,-,-,-,-,-,-,-,-,h,o,-
mbed1242,-,t,-,3,-,-,p,-,-,-,-,t,-,-,a,-,-,-,-,l,a,N
kamw1239,i,m,b,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,i,-
lagw1237,-,k,7,3,-,-,l,-,-,-,-,-,-,-,a,l,-,-,-,k,a,-
mser1242,-,k,w,a,-,-,f,-,-,-,-,-,-,-,e,t,-,3,-,k,o,-
afad1236,-,k,-,3,-,-,l,-,-,-,-,-,-,-,a,k,-,a,-,k,a,-
mpad1242,-,k,-,-,-,-,l,-,-,-,-,-,-,-,a,k,-,a,-,k,a,-
malg1250,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,T,-,-,-,7,a,n
masl1241,-,-,-,e,n,s,l,-,-,-,-,-,-,-,i,l,-,-,-,g,o,-
bata1314,-,k,p,a,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-,-,e,-
